Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - Occupied floor area (%),Not functionally suitable - Patient occupied floor area (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),Total Waste Cost (£),High Temperature Disposal Waste Weight (Tonnes),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/Visitor concession scheme provided (Yes/No),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RQM22,CHELSEA AND WESTMINSTER HEALTHCARE NHS TRUST,GENERAL ACUTE HOSPITAL,92781.00,92781.00,100.00,183993.00,15587.00,2.34,44856.00,27496.00,0.00,0.00,0.00,521.00,470.00,90.00,28.00,9.40,0.00,90.60,0.00,0.00,0.00,0.00,0.00,100.00,80000.00,85000.00,3498600.00,402250.00,267653.00,2.00,2800.00,39441030.00,17044542.00,15781987.00,0.00,0.00,13575290.00,65481000.00,17580.00,0.00,0.00,0.00,0.00,0.00,0.00,3064254.00,132006.00,242758.00,492739.00,54.00,484.00,503.00,1.00,0.00,0.00,266.00,29564.00,Yes,348.00,200.00,17.00,148.00,2.50,0.42,No,12.14,5.00,769080.00,2177235.00
RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,RQQ31,HINCHINGBROOKE HOSPITAL,GENERAL ACUTE HOSPITAL,55486.00,47763.00,86.00,144263.00,34966.00,16.59,19741.00,28022.00,32.00,0.00,8.00,216.00,204.00,50.00,0.00,2.27,3.64,3.84,90.25,0.00,0.00,0.00,0.00,100.00,188000.00,1981000.00,4086478.00,2033600.00,3076456.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5021316.00,13730450.00,1073321.00,0.00,0.00,0.00,0.00,1673772.00,0.00,1104874.00,56591.00,104187.00,112062.00,217.00,0.00,184.00,10.00,0.00,0.00,38.00,0.00,Yes,1248.00,481.00,43.00,764.00,0.83,0.13,No,7.73,5.40,297243.00,765896.00
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,AGGRE,AGGREGATE SITE,AGGREGATE SITE,3590.00,3590.00,100.00,10307.00,3950.00,0.00,33363.00,227.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,0.00,0.00,13.00,100.00,364680.00,863040.00,282550.00,47550.00,1368493.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24931.00,1013474.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62609.00,1724.00,2930.00,9731.00,0.70,8.25,4.13,2.22,0.00,0.00,8.27,3088.00,Yes,546.00,531.00,26.00,531.00,2.00,0.00,No,0.00,0.00,0.00,0.00
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,RQWG0,PRINCESS ALEXANDRA HOSPITAL,GENERAL ACUTE HOSPITAL,56846.00,56846.00,100.00,126578.00,20289.00,14.50,34444.00,21991.00,0.00,0.00,0.00,465.00,465.00,30.00,23.00,5.70,27.50,3.80,1.00,3.00,57.20,0.00,1.80,100.00,0.00,124000.00,6376000.00,176000.00,2096019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8508631.00,18202407.00,22634.00,0.00,0.00,0.00,0.00,2127158.00,0.00,1233430.00,140946.00,133946.00,200808.00,173.15,0.12,104.62,1.73,0.20,0.00,375.56,14404.00,Yes,877.00,213.00,36.00,628.00,0.64,0.07,No,10.11,5.10,423323.00,1410067.00
RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RQX99,HOMERTON UNIVERSITY HOSPITAL NHS TRUST,GENERAL ACUTE HOSPITAL,44358.00,40392.00,100.00,138841.00,24805.00,10.00,30219.00,9317.00,1.30,0.00,0.00,450.00,418.00,38.00,30.00,6.50,17.00,74.50,0.00,0.00,0.00,0.00,2.00,100.00,717500.00,2104837.00,1303498.00,2791842.00,2958848.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11253943.00,3449018.00,21554275.00,0.00,0.00,0.00,0.00,0.00,0.00,2329461.00,81738.00,139162.00,134179.00,47.20,197.48,192.45,6.42,0.00,0.00,0.00,0.00,None,202.00,26.00,8.00,168.00,0.00,0.20,Yes,11.33,3.54,379336.00,1850161.00
RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RQXAA,MARY SEACOLE,NON-HOSPITAL (PATIENT),2103.00,1930.00,100.00,5018.00,985.00,0.21,1730.00,200.00,0.00,0.00,0.00,50.00,50.00,50.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,30750.00,41000.00,47150.00,73688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212184.00,427077.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44800.00,3103.00,9700.00,3460.00,0.16,0.00,18.52,0.00,0.00,0.00,0.00,1451.00,No,0.00,0.00,0.00,0.00,0.00,0.00,None,10.60,3.54,36500.00,193476.00
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,14744.00,13898.00,63.00,43101.00,8781.00,2.00,7525.00,3712.00,39.70,39.70,14.90,62.00,48.00,0.00,62.00,9.30,1.10,20.20,2.80,0.00,12.10,6.10,48.40,100.00,18216.00,216524.00,38189.00,568351.00,242448.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1094886.00,4762613.00,593.00,0.00,0.00,0.00,0.00,0.00,0.00,249187.00,17293.00,17825.00,12635.00,16.30,19.50,30.00,0.00,0.00,37.50,28.70,6022.00,None,78.00,0.00,4.00,6.00,0.00,0.00,None,0.00,0.00,0.00,0.00
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RQY01,SPRINGFIELD UNIVERSITY HOSPITAL,LONG STAY HOSPITAL,55336.00,35310.00,90.00,106000.00,33836.00,33.00,15844.00,19466.00,60.00,60.00,60.00,240.00,203.00,68.00,159.00,3.00,0.00,0.00,6.00,2.00,1.00,0.00,88.00,100.00,930651.00,21351675.00,13611960.00,8733738.00,20411143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3959863.00,13276067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,863715.00,60017.00,93645.00,54186.00,156.30,9.00,8.40,0.60,0.00,0.60,88.07,33592.00,None,480.00,0.00,38.00,0.00,0.00,0.00,None,13.13,3.60,175120.00,1149571.00
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RQY05,BARNES HOSPITAL,LONG STAY HOSPITAL,6850.00,5661.00,93.00,16983.00,1642.00,2.00,2378.00,3283.00,90.00,90.00,40.00,12.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,108764.00,1080289.00,1130074.00,125705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231824.00,1740912.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88567.00,4791.00,11772.00,6712.00,22.19,0.33,1.50,0.00,0.00,27.97,18.09,3912.00,None,65.00,0.00,6.00,0.00,0.00,0.00,No,13.48,2.00,8052.00,54271.00
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RQY07,QUEEN MARY'S HOSPITAL (RQY),LONG STAY HOSPITAL,5511.00,5511.00,100.00,15817.00,5511.00,3.40,5209.00,302.00,0.00,0.00,0.00,69.00,60.00,69.00,0.00,0.00,0.00,0.00,61.00,0.00,0.00,10.00,29.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1113554.00,1690343.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187660.00,5346.00,7617.00,17040.00,0.81,11.03,0.00,0.00,0.00,9.14,39.70,4264.00,Yes,131.00,59.00,10.00,71.00,1.70,0.12,No,14.20,3.00,42785.00,356890.00
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RQY08,TOLWORTH HOSPITAL,LONG STAY HOSPITAL,10393.00,9841.00,79.00,34896.00,3779.00,3.00,5443.00,4398.00,45.00,45.00,63.00,55.00,49.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,2228820.00,1071135.00,318496.00,945095.00,3334860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780359.00,3355635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193110.00,6033.00,13477.00,16495.00,20.75,14.54,9.85,0.00,0.00,32.42,18.54,9800.00,None,329.00,0.00,3.00,0.00,0.00,0.00,None,10.63,4.00,73682.00,391546.00
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RQY12,OLD CHURCH,NON-HOSPITAL (PATIENT),978.00,978.00,100.00,3902.00,510.00,0.06,928.00,50.00,80.00,80.00,60.00,15.00,7.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117378.00,182514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18076.00,1492.00,2260.00,1980.00,5.70,0.64,0.00,0.00,0.00,9.74,2.20,672.00,None,0.00,0.00,0.00,0.00,0.00,0.00,None,11.69,3.40,9020.00,52704.00
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RR101,BIRMINGHAM HEARTLANDS HOSPITAL,GENERAL ACUTE HOSPITAL,95951.00,95951.00,100.00,256060.00,53633.00,16.00,52957.00,42993.00,9.00,0.00,1.00,720.00,636.00,131.00,84.00,7.80,27.06,20.04,3.34,27.67,2.06,0.86,11.17,100.00,0.00,4392964.00,3742053.00,2378275.00,4596975.00,1.00,1240.00,23686255.00,7761675.00,9017805.00,0.00,0.00,5428665.00,54382855.00,158411.00,0.00,0.00,0.00,0.00,1809555.00,0.00,2460806.00,141315.00,300242.00,507125.00,244.00,356.00,494.00,24.00,0.00,0.00,155.00,9090.00,Yes,2243.00,601.00,84.00,1642.00,1.33,0.11,Yes,4.82,20.00,586788.00,2546392.00
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RR102,YARDLEY GREEN HOSPITAL,GENERAL ACUTE HOSPITAL,2158.00,1258.00,58.00,0.00,2069.00,3.00,0.00,1258.00,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.40,0.00,60.61,0.00,0.00,7.99,100.00,0.00,200500.00,107937.00,48864.00,205727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146642.00,227138.00,148187.00,0.00,0.00,0.00,0.00,48881.00,0.00,32776.00,208.00,549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Yes,330.00,0.00,4.00,330.00,1.33,0.11,Yes,0.00,0.00,0.00,0.00
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RR105,GOOD HOPE HOSPITAL,GENERAL ACUTE HOSPITAL,65195.00,62512.00,96.00,159337.00,32000.00,11.00,45753.00,16759.00,9.20,1.00,4.50,586.00,411.00,87.00,78.00,19.02,1.89,23.37,1.38,44.50,4.37,2.70,2.77,100.00,0.00,70350.00,90250.00,26900550.00,885250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7425208.00,23723227.00,0.00,0.00,0.00,0.00,0.00,2475069.00,0.00,1719086.00,99595.00,194190.00,259560.00,91.00,225.00,285.00,4.00,0.00,0.00,44.00,0.00,Yes,1287.00,305.00,52.00,982.00,1.33,0.11,Yes,4.91,18.00,391138.00,2213911.00
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RR109,SOLIHULL HOSPITAL,GENERAL ACUTE HOSPITAL,40065.00,39523.00,99.00,97695.00,20561.00,8.00,24357.00,15708.00,18.47,14.33,7.41,232.00,225.00,87.00,30.00,0.00,74.09,6.47,14.88,4.25,0.00,0.31,0.00,100.00,0.00,1113000.00,1130048.00,2999881.00,1366000.00,1.00,772.00,15840728.00,5770360.00,5586604.00,0.00,0.00,947315.00,23346772.00,0.00,0.00,0.00,0.00,0.00,315772.00,0.00,991554.00,45325.00,144820.00,171209.00,61.00,115.00,156.00,8.00,0.00,0.00,16.00,285.00,Yes,925.00,282.00,51.00,592.00,1.33,0.11,Yes,4.88,15.00,229740.00,1122563.00
RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RR130,BIRMINGHAM CHEST CLINIC,SPECIALIST HOSPITAL,948.00,948.00,100.00,3313.00,427.00,0.06,406.00,542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,209400.00,102840.00,47326.00,214406.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1673.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,Yes,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - MULTI-SERVICE,RR7EM,BENSHAM HOSPITAL,NON-HOSPITAL (PATIENT),9497.00,7607.00,100.00,24867.00,7180.00,2.75,1845.00,3075.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,88.00,100.00,0.00,82000.00,105000.00,76000.00,66000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,762297.00,2142228.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161415.00,3063.00,19655.00,3704.00,0.58,1.72,36.21,0.00,0.00,0.00,0.00,0.00,Yes,145.00,114.00,6.00,29.00,1.25,0.10,No,0.00,7.00,0.00,0.00
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - MULTI-SERVICE,RR7EN,QUEEN ELIZABETH HOSPITAL (RR7),GENERAL ACUTE HOSPITAL,71967.00,69521.00,100.00,173192.00,37365.00,13.57,42874.00,29039.00,0.00,0.00,0.00,503.00,453.00,145.00,53.00,5.00,23.00,3.00,23.00,19.00,0.00,0.00,27.00,100.00,0.00,1150000.00,2422000.00,3675200.00,1652000.00,1.00,225.00,2203589.00,1100167.00,700743.00,0.00,0.00,9460197.00,27432666.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1770328.00,105938.00,292712.00,313038.00,80.09,347.23,553.41,2.78,0.00,0.00,86.68,9061.00,Yes,1127.00,900.00,50.00,1127.00,1.25,0.10,No,6.00,7.00,532106.00,1279385.00
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - MULTI-SERVICE,RR7ER,DUNSTON HILL HOSPITAL,LONG STAY HOSPITAL,585.00,550.00,100.00,1439.00,695.00,4.74,550.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,10000.00,9000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18458.00,280789.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,18980.00,1183.00,15687.00,2268.00,0.08,0.66,11.01,0.00,0.00,0.00,0.00,0.00,None,20.00,0.00,2.00,0.00,0.00,0.10,No,0.00,0.00,0.00,0.00
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,AGGREGATE SITE,11578.00,11578.00,100.00,33533.00,10521.00,5.00,7597.00,2977.00,0.00,6.26,6.26,0.00,0.00,0.00,0.00,0.00,14.41,29.38,0.00,49.95,0.00,0.00,6.26,100.00,0.00,151928.00,205150.00,90820.00,173354.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332050.00,477442.00,0.00,0.00,2030251.00,5033930.00,561761.00,0.00,0.00,433420.00,5286.00,13010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RR801,LEEDS GENERAL INFIRMARY,GENERAL ACUTE HOSPITAL,230955.00,217514.00,97.25,577575.00,52634.00,9.90,67207.00,144072.00,0.00,0.00,8.89,673.00,529.00,100.00,86.00,0.00,22.77,7.30,34.37,7.49,3.21,0.00,24.86,100.00,549.00,10348909.00,14965518.00,10796312.00,11445355.00,1.00,12900.00,139509610.00,68381604.00,31191523.00,2503153.00,0.00,1527795.00,141710088.00,100387.00,0.00,0.00,0.00,0.00,0.00,0.00,3791740.00,331535.00,526950.00,770893.00,495.28,742.91,1531.90,2.85,0.00,0.00,496.04,26523.00,Yes,1256.00,297.00,41.00,918.00,1.40,0.19,No,0.00,0.00,0.00,0.00
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RR807,WHARFEDALE GENERAL HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,9064.00,6420.00,94.00,24842.00,3756.00,2.00,5816.00,1382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1027770.00,1653993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164859.00,4465.00,14623.00,19272.00,12.38,18.57,38.30,0.07,0.00,0.00,12.40,663.00,Yes,220.00,87.00,21.00,112.00,1.00,0.19,No,0.00,0.00,0.00,0.00
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RR813,ST JAMES'S UNIVERSITY HOSPITAL,GENERAL ACUTE HOSPITAL,228762.00,227800.00,85.25,558690.00,64037.00,18.59,112619.00,112439.00,2.25,1.91,4.06,1162.00,1033.00,232.00,116.00,41.13,0.41,6.93,17.44,12.19,2.88,0.23,18.79,100.00,124519.00,11080890.00,16502192.00,12117190.00,12317438.00,1.00,4250.00,160541768.00,63227903.00,42517783.00,68792.00,0.00,10537758.00,161109009.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7665875.00,296026.00,508763.00,728996.00,468.36,702.54,1448.64,2.69,0.00,0.00,469.08,25081.00,Yes,2820.00,636.00,87.00,2097.00,1.40,0.19,No,10.82,6.76,2192529.00,7909110.00
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RR814,SEACROFT HOSPITAL,GENERAL ACUTE HOSPITAL,26956.00,26187.00,96.93,73499.00,20593.00,16.00,10217.00,11785.00,0.00,0.00,19.09,0.00,0.00,0.00,0.00,0.00,2.72,40.06,0.00,1.27,0.00,0.00,55.95,100.00,0.00,1279783.00,1887568.00,1617198.00,1486037.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3965005.00,14227117.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,868088.00,62049.00,143322.00,62845.00,40.38,60.56,124.88,0.23,0.00,0.00,40.44,2162.00,Yes,509.00,65.00,21.00,423.00,1.05,0.19,No,0.00,0.00,0.00,0.00
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RR819,CHAPEL ALLERTON HOSPITAL,LONG STAY HOSPITAL,20604.00,19805.00,91.00,57496.00,9908.00,4.00,10460.00,8816.00,0.00,0.00,7.83,82.00,49.00,6.00,3.00,0.00,0.32,52.29,0.00,47.39,0.00,0.00,0.00,100.00,0.00,282133.00,1113097.00,634570.00,409964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3096774.00,6649791.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,528741.00,18106.00,44356.00,42734.00,27.46,41.18,84.92,0.16,0.00,0.00,27.50,1470.00,Yes,253.00,61.00,21.00,171.00,1.35,0.19,No,0.00,0.00,0.00,0.00
RRD,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,18623.00,18623.00,100.00,52145.00,12098.00,4.08,8835.00,8647.00,16.18,5.30,0.00,34.00,29.00,28.00,6.00,0.00,10.00,18.00,8.00,6.00,20.00,22.00,16.00,100.00,0.00,318572.00,15312.00,20857.00,320158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2451983.00,2189653.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407358.00,10520.00,29938.00,43950.00,10.95,0.00,233.00,0.50,0.00,0.00,145.00,0.00,No,397.00,84.00,13.00,300.00,0.00,0.00,No,6.35,6.00,37230.00,135890.00
RRD,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RRD16,THE CRYSTAL CENTRE,SHORT TERM NON-ACUTE HOSPITAL,4554.00,4554.00,100.00,13662.00,4030.00,2.00,4030.00,524.00,0.00,0.00,0.00,34.00,34.00,34.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,25598.00,6486.00,604.00,25881.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419694.00,924329.00,0.00,0.00,0.00,0.00,0.00,40355.00,0.00,70719.00,2883.00,6952.00,7691.00,6.60,0.00,42.38,0.30,0.00,0.00,20.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00,None,6.35,6.00,37230.00,236410.00
RRD,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RRDAH,LINDEN CENTRE,SHORT TERM NON-ACUTE HOSPITAL,3718.00,3718.00,100.00,9294.00,3461.00,2.00,3142.00,956.00,0.00,0.00,0.00,66.00,66.00,6.00,60.00,0.00,80.00,20.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,26421.00,6925.00,0.00,26854.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,387316.00,924328.00,0.00,0.00,0.00,0.00,0.00,40409.00,0.00,70730.00,2906.00,7051.00,8123.00,6.20,0.00,41.20,0.34,0.00,0.00,24.30,0.00,No,109.00,51.00,7.00,0.00,0.00,0.00,No,6.35,6.00,65700.00,417195.00
RRD,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RRDB7,LANDERMERE CENTRE,SHORT TERM NON-ACUTE HOSPITAL,1702.00,1702.00,100.00,4799.00,1702.00,0.30,1528.00,174.00,0.00,0.00,0.00,28.00,28.00,2.00,26.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100923.00,9542.00,0.00,101325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157957.00,462350.00,0.00,0.00,0.00,0.00,0.00,17552.00,0.00,34612.00,19145.00,6179.00,13280.00,5.00,0.00,18.50,0.30,0.00,0.00,13.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,No,6.35,6.00,30660.00,194691.00
