Trust Code,Trust Name,Old Commissioning Region,New Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Depreciation (£),PDC (£),Leases (£),Rent and Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged (kWh),How many kWh were discharged to use (kWh),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),Water and sewerage cost (£),Water volume (including borehole) (m³),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),WEEE waste cost (£),WEEE waste volume (Tonnes),Other waste costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry (Select),Portering service cost (£),Portering staff (WTE)
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF01,ST PANCRAS HOSPITAL,3. Mixed service hospital,1. Freehold,,NW1  0PE,1024610.00,1092651.00,0.00,303846.00,0.00,0.00,Not Applicable,725934.00,37420.00,0.00,558093.00,295477.00,16152.00,16152.00,100.00,34213.00,0.57,0.00,13388.00,2764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,89.00,3.15,3.15,45.00,15.00,0.00,0.00,0.00,18415.00,6800000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,240026.00,2114691.00,157721.00,4897414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71191.00,27020.00,30206.00,80.00,3579.00,5.00,0.00,0.00,0.00,0.00,2502.00,43.00,21852.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33264.00,0.00,88.00,4.00,0.00,0.00,0.00,No,1008188.00,35.00,494096.00,83711.00,41104.00,80468.00,1. Full service – Contracted,No,246382.00,8.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF04,32 DRAYTON PARK,4. Mental Health (including Specialist services),1. Freehold,,N5   1PB,51215.00,49924.00,0.00,0.00,0.00,0.00,Not Applicable,35520.00,1983.00,0.00,27671.00,17411.00,793.00,793.00,100.00,1876.00,0.03,0.00,668.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,8918.00,69052.00,7886.00,236609.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3400.00,2330.00,37.00,0.10,0.00,0.00,64.00,0.03,0.00,0.00,42.00,2.00,394.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1350.00,0.00,5.00,1.00,0.00,0.00,0.00,No,55643.00,1.00,0.00,0.00,2815.00,5745.00,1. Full service – Contracted,No,0.00,0.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF08,DALEHAM HOUSE,4. Mental Health (including Specialist services),1. Freehold,,NW3  5BY,47740.00,150890.00,0.00,38876.00,0.00,0.00,Not Applicable,51831.00,2501.00,0.00,35275.00,18347.00,1218.00,962.00,100.00,2051.00,0.06,0.00,445.00,517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,14241.00,110171.00,12215.00,175817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1719.00,726.00,122.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,119.00,0.32,1930.00,5.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1678.00,0.00,8.00,0.00,0.00,0.00,0.00,None,75962.00,3.00,30132.00,6033.00,2738.00,6832.00,1. Full service – Contracted,No,0.00,0.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF10,19 ABERDEEN PARK,4. Mental Health (including Specialist services),1. Freehold,,N5   2AR,40966.00,37118.00,0.00,2977.00,0.00,0.00,Not Applicable,17874.00,979.00,0.00,13461.00,8761.00,399.00,399.00,100.00,1042.00,0.10,0.04,359.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,50000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4158.00,34273.00,5599.00,159398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,616.00,19.00,0.05,0.00,0.00,50.00,0.02,0.00,0.00,10.00,1.00,770.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1672.00,0.00,0.00,0.00,0.00,0.00,0.00,None,28595.00,1.00,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF41,HIGHVIEW COMMUNITY SUPPORT,4. Mental Health (including Specialist services),5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,N19  3TA,0.00,0.00,45000.00,2976.00,0.00,0.00,0.00,32584.00,1680.00,0.00,22677.00,15032.00,685.00,685.00,100.00,1428.00,Not Applicable,Not Applicable,573.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,50000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6189.00,53111.00,9346.00,275129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3403.00,1388.00,3.00,0.01,12.00,0.01,12.00,0.01,Not Applicable,Not Applicable,32.00,2.00,1014.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,1921.00,0.00,0.00,0.00,0.00,0.00,0.00,None,47593.00,2.00,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF65,STACEY STREET NURSING HOME,8. Other inpatient,1. Freehold,,N7   7JQ,52075.00,82389.00,0.00,2977.00,0.00,0.00,Not Applicable,26155.00,368.00,0.00,40398.00,26605.00,1326.00,1326.00,100.00,2787.00,0.05,0.00,1091.00,235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,68.00,32.00,32.00,0.00,29.00,0.00,0.00,0.00,75287.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,17175.00,127416.00,10757.00,327103.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2960.00,790.00,2449.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,3.00,2507.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2235.00,0.00,0.00,0.00,0.00,0.00,0.00,None,87586.00,6.00,96215.00,13410.00,21798.00,42982.00,1. Full service – Contracted,No,0.00,0.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF72,HIGHGATE HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,N19  5JG,1064444.00,1803616.00,0.00,256500.00,0.00,0.00,Not Applicable,523299.00,22652.00,0.00,366216.00,205616.00,10997.00,10997.00,100.00,24534.00,0.67,0.00,8832.00,2165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,0.00,0.00,0.00,0.00,315615.00,375000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,155685.00,1405048.00,60679.00,1874902.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32942.00,15745.00,3712.00,7.38,0.00,0.00,0.00,0.00,0.00,0.00,612.00,2.00,9295.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19766.00,0.00,51.00,5.00,0.00,0.00,0.00,No,750996.00,30.00,830208.00,138444.00,78017.00,152558.00,1. Full service – Contracted,No,175081.00,5.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAF81,CAMDEN ROAD,4. Mental Health (including Specialist services),1. Freehold,,NW1  9HJ,54599.00,97395.00,0.00,2977.00,0.00,0.00,Not Applicable,44798.00,2384.00,0.00,31218.00,20668.00,941.00,941.00,100.00,2015.00,0.03,0.00,789.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,290000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,19060.00,136069.00,10557.00,317857.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1759.00,553.00,67.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,58.00,2.00,1031.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2213.00,0.00,0.00,0.00,0.00,0.00,0.00,None,70066.00,4.00,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
TAF,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,LONDON COMMISSIONING REGION,LONDON COMMISSIONING REGION,CARE TRUST,TAFORS,OTHER REPORTABLE SITES,Other Reportable Site,,,NW1 0PE,292962.00,414347.00,0.00,1743973.00,0.00,0.00,0.00,354831.00,16109.00,0.00,224686.00,193594.00,12012.00,12012.00,100.00,29752.00,Not Applicable,Not Applicable,8707.00,3305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.01,0.01,24.00,7.00,0.00,0.00,400000.00,500000.00,1000000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,49920.00,386696.00,33889.00,877282.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5991.00,1857.00,793.00,2.11,159.00,1.00,0.00,0.00,0.00,0.00,631.00,23.00,30870.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15465.00,0.00,32.00,5.00,0.00,0.00,0.00,None,569418.00,47.00,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHCC,LONGLEY CENTRE,3. Mixed service hospital,1. Freehold,,S5   7JT,396235.00,428915.00,0.00,134342.00,0.00,0.00,Not Applicable,251224.00,22934.00,0.00,440.00,296161.00,9272.00,4267.00,100.00,22253.00,2.10,0.00,3941.00,326.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,28.00,0.00,0.00,0.00,1110000.00,1391800.00,403500.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,40038.00,375822.00,64959.00,2271985.00,0.00,0.00,0.00,0.00,1153.00,10826.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1065.00,1550.00,1918.00,1.73,0.00,0.00,1657.00,4.82,0.00,0.00,1161.00,2.02,1273.00,9.48,5006.00,41.60,0.00,0.00,0.00,0.00,0.00,0.00,274.00,1.09,0.00,440.00,141.00,7.00,0.00,0.00,0.00,No,287587.00,8.95,290333.00,29037.00,48102.00,23443.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHEC,INTENSIVE SUPPORT SERVICES UNIT FIRSHILL RISE,5. Learning Disabilities,1. Freehold,,S4 7BW,70300.00,121108.00,0.00,62118.00,0.00,0.00,Not Applicable,57907.00,4703.00,0.00,0.00,49126.00,1538.00,1538.00,100.00,3689.00,1.12,0.00,1167.00,371.00,0.00,0.00,0.00,0.00,0.00,5.00,302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,2000.00,101500.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,14404.00,111157.00,7711.00,273980.00,0.00,0.00,0.00,0.00,14672.00,1901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1854.00,604.00,294.00,0.49,0.00,0.00,578.00,1.47,0.00,0.00,347.00,1.06,388.00,2.83,949.00,5.27,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.18,0.00,0.00,22.00,3.00,0.00,0.00,0.00,No,39797.00,1.59,39790.00,6363.00,13181.00,2724.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHFC,MICHAEL CARLISLE CENTRE,3. Mixed service hospital,1. Freehold,,S11  9BF,403187.00,150411.00,0.00,99586.00,0.00,0.00,Not Applicable,331803.00,26803.00,0.00,0.00,271013.00,7677.00,7677.00,100.00,18425.00,4.69,0.00,5440.00,2237.00,0.00,0.00,0.00,0.00,0.00,14.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,3.00,0.00,200000.00,306000.00,520150.00,33050.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,61554.00,470222.00,57164.00,1999347.00,0.00,0.00,0.00,0.00,8124.00,62065.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33725.00,9940.00,4023.00,3.69,0.00,0.00,1117.00,3.08,0.00,0.00,720.00,1.90,4550.00,37.75,5499.00,30.55,0.00,0.00,0.00,0.00,0.00,0.00,251.00,1.00,0.00,0.00,173.00,7.00,0.00,0.00,0.00,No,385228.00,11.98,405594.00,59169.00,78240.00,52850.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHORS,OTHER REPORTABLE SITES,Other Reportable Site,,,S10 3TH,584698.00,255217.00,406032.00,443708.00,0.00,0.00,0.00,473662.00,54306.00,0.00,0.00,758028.00,23261.00,19515.00,81.00,55826.00,Not Applicable,Not Applicable,9988.00,9527.00,0.00,0.00,0.00,0.00,236.00,631.00,6865.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,12.00,0.00,0.00,1383300.00,1772600.00,832150.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,152667.00,961365.00,173387.00,4076785.00,0.00,0.00,0.00,0.00,48635.00,296113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42005.00,13726.00,8823.00,12.72,0.00,0.00,534.00,1.63,0.00,0.00,773.00,0.42,6297.00,43.38,15704.00,75.06,0.00,0.00,0.00,0.00,0.00,0.00,702.00,2.79,0.00,0.00,610.00,29.00,0.00,0.00,0.00,No,297512.00,14.05,4011.00,10731.00,5293.00,500.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHXM,FOREST CLOSE,4. Mental Health (including Specialist services),1. Freehold,,S35  0JW,118572.00,98538.00,0.00,0.00,0.00,0.00,Not Applicable,85286.00,7116.00,0.00,0.00,61572.00,1928.00,1928.00,100.00,4626.00,1.46,0.00,1823.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,20400.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,23795.00,151959.00,14566.00,543352.00,0.00,0.00,0.00,0.00,3140.00,20056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6183.00,1683.00,1642.00,1.34,0.00,0.00,521.00,1.36,0.00,0.00,178.00,0.36,1031.00,7.37,4727.00,26.93,0.00,0.00,0.00,0.00,0.00,0.00,57.00,0.23,0.00,0.00,38.00,5.00,0.00,0.00,0.00,No,204839.00,6.43,179752.00,25515.00,33688.00,9600.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHXN,FOREST LODGE,4. Mental Health (including Specialist services),1. Freehold,,S35  0JW,81970.00,58813.00,0.00,0.00,0.00,0.00,Not Applicable,60344.00,5189.00,0.00,0.00,45198.00,1415.00,1415.00,100.00,4626.00,0.65,0.00,1148.00,267.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00,0.00,0.00,0.00,65000.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,17231.00,110039.00,3238.00,115071.00,0.00,0.00,0.00,0.00,2274.00,14524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4477.00,1218.00,477.00,0.35,0.00,0.00,31.00,0.04,0.00,0.00,129.00,0.26,747.00,5.34,3423.00,19.50,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.17,0.00,0.00,27.00,2.00,0.00,0.00,0.00,No,114300.00,3.71,143436.00,20202.00,23263.00,2724.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHXP,GRENOSIDE GRANGE,3. Mixed service hospital,1. Freehold,,S35  8QS,135106.00,136222.00,0.00,0.00,0.00,0.00,Not Applicable,120929.00,10815.00,0.00,0.00,94850.00,2969.00,2161.00,100.00,7127.00,3.31,0.00,1387.00,774.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,16.00,0.00,0.00,0.00,256500.00,227550.00,317550.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,13951.00,95111.00,18597.00,720573.00,0.00,0.00,0.00,0.00,13950.00,71750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8641.00,2781.00,826.00,1.19,0.00,0.00,555.00,1.94,0.00,0.00,145.00,0.44,829.00,6.13,674.00,5.03,0.00,0.00,0.00,0.00,0.00,0.00,88.00,0.35,0.00,0.00,39.00,3.00,0.00,0.00,0.00,No,103492.00,6.08,113148.00,15606.00,25677.00,21777.00,3. Hybrid,No,0.00,0.00
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,CARE TRUST,TAHYH,LIGHTWOOD HOUSE,3. Mixed service hospital,1. Freehold,,S8   8BG,214679.00,242787.00,0.00,32291.00,0.00,0.00,Not Applicable,134656.00,21669.00,0.00,0.00,160083.00,4369.00,3788.00,100.00,10486.00,3.36,0.00,2306.00,1482.00,0.00,0.00,0.00,0.00,0.00,6.00,113.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,30.00,0.00,0.00,0.00,1110000.00,1369600.00,110000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,44230.00,344684.00,38283.00,956001.00,0.00,0.00,0.00,0.00,5837.00,45495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25699.00,8683.00,916.00,0.50,0.00,0.00,3158.00,10.66,0.00,0.00,1226.00,3.72,1841.00,13.48,8298.00,49.29,0.00,0.00,0.00,0.00,0.00,0.00,148.00,0.59,0.00,0.00,105.00,4.00,0.00,0.00,0.00,No,215997.00,7.43,257192.00,35979.00,32841.00,26351.00,3. Hybrid,No,0.00,0.00
TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,CARE TRUST,TAJ07,EDWARD STREET HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,B70  8NL,352302.00,259339.00,0.00,108341.00,88810.00,0.00,Not Applicable,289640.00,14990.00,26031.00,4604.00,177137.00,8059.00,6942.00,86.14,16104.00,0.84,0.00,3970.00,2972.00,0.00,0.00,0.00,165.00,0.00,78.00,377.00,249.00,0.00,0.00,0.95,2.17,3.81,33.33,0.00,12.00,0.00,130900.00,38200.00,64040.00,219626.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,109763.00,954236.00,62459.00,2387251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14993.00,6841.00,965.00,0.31,1649.00,5.59,0.00,0.00,0.00,0.00,0.00,0.00,2264.00,13.33,0.00,0.00,0.00,0.00,8184.00,34.92,0.00,0.00,0.00,0.00,2325.90,0.00,96.00,2.00,0.00,0.00,0.00,No,406953.00,15.23,262091.00,47304.00,22875.00,32870.00,1. Full service – Contracted,No,7816.00,0.50
