Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Hard FM (Estates) costs (£),Soft FM (Hotel Services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Income from services provided to other organisations (£),Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to present (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),CHP units operated on the site (No.),Full load rating of the electrical generator plant (kW),Fossil energy input to the CHP system/s (kWh),Thermal energy output of the CHP system/s (kWh),Electrical energy output of the CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy cost (all energy supplies) (£),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil  consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Water and sewage cost (£),Water volume (including borehole) (m³),Waste cost (£),Preparing for re-use volume (Tonnes),Waste recycling volume (Tonnes),Other recovery volume (Tonnes),High temperature disposal waste weight (Tonnes),High temperature disposal waste weight involving combustion with energy recovery (Tonnes),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Do you charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),In-patient food services cost (£),In-patient main meals requested (No.),Cost of feeding one in-patient per day (in-patient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Portering (internal patient transport) service cost (£),Portering staff (WTE),Occupied floor area (m²),Occupied beds (No.),PFI Unitary charges (£),Hard FM (Estates) costs (£),Soft FM (Hotel  Services) costs (£),Maintenance service costs (£),Energy cost (all energy supplies) (£),Energy consumed (all energy supplies) (kWh),Waste cost (£),Waste disposal weight (Tonnes),Cost of in-patient food services (£),In-patient main meals requested (No.),Cleaning services costs (£),Number of cleaning staff (No.),Laundry and linen service cost (£),Laundry and linen pieces per annum (No.),Portering (internal patient transport) service cost (£),Number of Portering (internal patient transport) staff (WTE)
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA19,WEST CHESHIRE HOSPITAL,MULTI-SERVICE HOSPITAL,577371.00,900473.00,618680.00,76323.00,0.00,0.00,78510.00,12485.00,12485.00,100.00,34958.00,6959.00,5.50,7965.00,4520.00,0.00,0.00,0.00,91.00,85.00,91.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,41.00,100.00,0.00,120000.00,215000.00,155000.00,126000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,258915.00,946753.00,3729195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48223.00,17727.00,26158.00,0.00,52.00,55.00,5.00,0.00,0.00,8.09,1.50,395.00,16.00,0.00,0.00,No,404504.00,16.50,225999.00,74022.00,9.53,26335.00,71175.00,29203.00,1.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA34,LIME WALK HOUSE,MULTI-SERVICE HOSPITAL,55956.00,95902.00,50477.00,6199.00,0.00,0.00,0.00,1060.00,1060.00,100.00,2968.00,1060.00,0.53,1060.00,0.00,0.00,0.00,0.00,20.00,18.00,20.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,40000.00,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25662.00,83967.00,387141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6088.00,1340.00,2540.00,0.00,7.00,0.00,0.25,0.00,0.00,0.53,0.00,11.00,1.00,0.00,0.00,No,62000.00,2.48,48596.00,15943.00,9.51,5672.00,15330.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA35,"ROSEMOUNT DAY CARE CENTRE, (GREENWAYS) MACCLESFIELD",TREATMENT CENTRE,123480.00,201365.00,139558.00,17163.00,0.00,0.00,0.00,2301.00,2301.00,100.00,6443.00,2088.00,1.49,1429.00,872.00,0.00,0.00,0.00,12.00,10.00,12.00,0.00,0.00,39.00,0.00,0.00,12.00,0.00,0.00,49.00,0.00,100.00,0.00,20000.00,85000.00,63000.00,24000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37014.00,204628.00,572401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12109.00,1908.00,5732.00,0.00,9.00,9.00,2.00,0.00,0.00,1.35,1.00,67.00,7.00,0.00,0.00,No,113010.00,3.94,42354.00,11388.00,9.67,4862.00,13140.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA53,PINE LODGE,MULTI-SERVICE HOSPITAL,47508.00,113308.00,35655.00,5059.00,0.00,0.00,0.00,1100.00,1100.00,100.00,3080.00,735.00,0.67,1065.00,35.00,0.00,71.00,0.00,14.00,10.00,0.00,14.00,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,0.00,50000.00,120000.00,0.00,8000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17877.00,75012.00,217609.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2558.00,836.00,3032.00,0.00,7.00,5.00,0.15,0.00,0.00,0.91,1.00,15.00,1.00,0.00,0.00,No,37660.00,2.00,49712.00,15943.00,9.73,5672.00,15330.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA54,CLATTERBRIDGE HOSPITAL,MULTI-SERVICE HOSPITAL,367563.00,775533.00,190067.00,24744.00,0.00,0.00,0.00,7607.00,7607.00,100.00,21300.00,3850.00,0.85,6800.00,807.00,0.00,22.00,0.00,73.00,51.00,49.00,14.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,170000.00,200000.00,0.00,174000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140984.00,501063.00,1009287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22232.00,6336.00,19592.00,0.00,38.00,5.00,6.00,0.00,0.00,3.24,2.00,22.00,2.00,0.00,0.00,No,328962.00,22.51,252573.00,83132.00,9.48,29576.00,79935.00,29203.00,1.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA55,ASHTON HOUSE HOSPITAL,MULTI-SERVICE HOSPITAL,112039.00,34527.00,99426.00,13904.00,0.00,0.00,0.00,2546.00,1978.00,100.00,7129.00,1998.00,0.65,1795.00,183.00,78.00,22.00,5.00,6.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,7.00,29.00,0.00,0.00,64.00,100.00,0.00,230000.00,309000.00,145000.00,334000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34203.00,198654.00,137742.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9697.00,953.00,3380.00,0.00,7.00,2.00,2.00,0.00,0.00,0.66,1.00,8.00,1.00,0.00,0.00,No,46773.00,1.92,21304.00,6833.00,9.73,2431.00,6570.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA71,MACCLESFIELD MENTAL HEALTH VICTORIA ROAD,MULTI-SERVICE HOSPITAL,213152.00,588115.00,25500.00,30720.00,0.00,0.00,0.00,3797.00,3797.00,100.00,10632.00,2697.00,1.14,3364.00,433.00,0.00,0.00,0.00,75.00,63.00,5.00,38.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,25000.00,40000.00,180000.00,40000.00,69000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141978.00,531178.00,1170578.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13036.00,2580.00,13930.00,0.00,19.00,18.00,8.00,0.00,0.00,2.78,1.00,1.00,1.00,0.00,0.00,No,184040.00,8.67,266859.00,86549.00,9.62,30791.00,83220.00,29203.00,1.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA72,MARY DENDY UNIT (SOSS MOSS),MULTI-SERVICE HOSPITAL,182126.00,373122.00,140163.00,21370.00,0.00,0.00,0.00,3394.00,3394.00,100.00,9503.00,3121.00,8.50,3121.00,273.00,0.00,0.00,0.00,30.00,29.00,15.00,15.00,0.00,33.00,0.00,0.00,61.00,0.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42479.00,252915.00,330810.00,0.00,0.00,0.00,0.00,0.00,7974.00,0.00,13575.00,2261.00,6070.00,0.00,9.00,8.00,2.00,0.00,0.00,1.27,1.00,50.00,3.00,0.00,0.00,No,103750.00,4.15,104858.00,34164.00,9.85,12155.00,32850.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXA89,EASTWAY HOUSE,MULTI-SERVICE HOSPITAL,58037.00,134119.00,63548.00,7672.00,0.00,0.00,0.00,1255.00,1255.00,100.00,3514.00,1100.00,0.52,1100.00,155.00,0.00,0.00,0.00,10.00,9.00,6.00,4.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,32.00,100.00,0.00,162000.00,40000.00,6000.00,163000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34634.00,127646.00,768850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3764.00,1272.00,3050.00,0.00,8.00,1.00,0.00,0.00,0.00,0.67,1.00,22.00,1.00,0.00,0.00,No,72240.00,2.00,34716.00,11388.00,9.51,4052.00,10950.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,222294.00,594087.00,947592.00,163556.00,0.00,0.00,0.00,9597.00,9597.00,100.00,30958.00,7938.00,4.30,4473.00,5125.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,9.00,36.00,37.00,3.00,7.00,7.00,0.00,1.00,100.00,0.00,127641.00,404014.00,247458.00,157694.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107253.00,347639.00,1195082.00,0.00,0.00,0.00,0.00,0.00,192216.00,0.00,5773.00,1690.00,27260.00,0.00,18.50,0.00,79.25,0.00,19.48,3.24,0.00,323.00,28.00,0.00,0.00,No,267557.00,15.66,0.00,0.00,0.00,620.00,1933.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC01,CONQUEST HOSPITAL,GENERAL ACUTE HOSPITAL,2076777.00,7738108.00,6213505.00,1093536.00,129850.00,90.00,454926.00,54710.00,54710.00,100.00,183442.00,34257.00,14.01,22474.00,32237.00,11.60,11.60,0.00,419.00,307.00,18.00,67.00,0.00,1.00,29.00,67.00,0.00,0.00,3.00,0.00,0.00,100.00,4392706.00,6246781.00,4516359.00,737262.00,10731655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1338363.00,183211.00,16897901.00,0.00,0.00,0.00,0.00,0.00,6892746.00,0.00,186419.00,57061.00,248179.00,77.70,267.16,0.00,323.00,0.00,331.20,45.80,11.40,886.00,49.00,1.30,0.12,No,2171691.00,78.58,1134545.00,408362.00,8.33,508001.00,1583304.00,625305.00,28.50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC02,EASTBOURNE DISTRICT GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,2407178.00,8162818.00,6941611.00,1496341.00,0.00,0.00,2889724.00,69297.00,69297.00,100.00,244964.00,37644.00,15.56,27270.00,42027.00,10.10,10.10,1.80,323.00,255.00,17.00,56.00,0.00,7.86,0.97,27.70,0.97,62.50,0.00,0.00,0.00,100.00,4210333.00,4753586.00,5279831.00,1261615.00,9140715.00,1.00,1160.00,40801063.00,21730516.00,7504013.00,449355.00,0.00,1626252.00,0.00,46490036.00,0.00,0.00,0.00,0.00,0.00,2018990.00,0.00,359145.00,99425.00,313391.00,71.30,236.54,0.00,383.00,0.00,353.10,45.30,9.63,1183.00,43.00,1.30,0.12,No,2753705.00,107.59,1086961.00,392086.00,8.32,481075.00,1499382.00,747047.00,29.76,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC03,BEXHILL HOSPITAL,COMMUNITY HOSPITAL,132384.00,486613.00,693697.00,87890.00,0.00,0.00,88224.00,4849.00,4849.00,100.00,13441.00,4777.00,2.33,3351.00,1293.00,0.00,0.00,0.00,44.00,40.00,3.00,8.00,0.00,0.00,17.00,0.00,0.00,0.00,33.00,0.00,50.00,100.00,23501.00,220057.00,108694.00,60321.00,247155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99244.00,34132.00,1433059.00,0.00,0.00,0.00,0.00,0.00,427173.00,0.00,40890.00,10927.00,23682.00,0.00,17.80,0.00,40.80,0.00,37.00,3.30,0.00,110.00,9.00,0.00,0.00,No,262341.00,14.90,148007.00,49275.00,9.01,48239.00,150347.00,92380.00,3.15,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC18,UCKFIELD COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,98624.00,389113.00,480527.00,73680.00,5500.00,24.00,42650.00,3052.00,3052.00,100.00,8231.00,2018.00,1.40,2105.00,945.00,0.00,0.00,0.00,14.00,12.00,4.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,3006.00,31622.00,24829.00,5454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60774.00,0.00,665212.00,0.00,0.00,0.00,0.00,0.00,288131.00,0.00,8161.00,1973.00,8807.00,0.00,6.80,0.00,22.10,0.00,13.30,0.00,0.00,121.00,9.00,0.00,0.00,No,174154.00,14.66,53522.00,15330.00,10.47,18837.00,58709.00,8413.00,0.66,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXC42,RYE MEMORIAL CARE CENTRE,COMMUNITY HOSPITAL,109767.00,142408.00,100000.00,21966.00,0.00,0.00,0.00,814.00,814.00,100.00,2197.00,814.00,0.08,765.00,49.00,0.00,0.00,0.00,14.00,12.00,2.00,7.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,20000.00,2000.00,1000.00,1150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22632.00,89887.00,397043.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2795.00,600.00,3416.00,0.00,1.00,0.00,0.30,0.00,5.50,0.02,0.00,76.00,6.00,0.00,0.00,No,68200.00,6.45,65022.00,19710.00,9.90,10405.00,32429.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXCLD,CROWBOROUGH WAR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,118282.00,499124.00,521632.00,85645.00,0.00,0.00,28308.00,3386.00,3386.00,100.00,9141.00,2740.00,1.69,2144.00,1242.00,0.00,0.00,0.00,22.00,18.00,8.00,1.00,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,10.00,100.00,15821.00,27698.00,95083.00,91710.00,54109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71141.00,0.00,842711.00,0.00,0.00,0.00,0.00,0.00,262471.00,0.00,7873.00,1972.00,7468.00,0.00,6.90,0.00,44.20,0.00,6.20,0.08,0.56,87.00,6.00,0.00,0.00,No,181483.00,9.25,66845.00,20289.00,9.88,13069.00,40732.00,45596.00,1.84,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXCLF,FIRWOOD HOUSE,SHORT TERM NON-ACUTE HOSPITAL,275551.00,187473.00,101917.00,100000.00,0.00,0.00,0.00,1853.00,1853.00,100.00,5003.00,1064.00,0.37,952.00,901.00,0.00,0.00,0.00,21.00,18.00,21.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,6000.00,7500.00,11250.00,6669.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13608.00,98078.00,141998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4171.00,1105.00,3937.00,0.00,2.25,0.00,0.23,0.00,0.00,10.50,0.00,27.00,2.00,0.00,0.00,No,38907.00,3.98,130044.00,39420.00,9.90,18372.00,59448.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXCLV,LEWES VICTORIA HOSPITAL,COMMUNITY HOSPITAL,180561.00,562299.00,414346.00,145301.00,0.00,0.00,0.00,3353.00,3353.00,100.00,9052.00,2734.00,1.20,2597.00,756.00,0.00,0.00,0.00,28.00,23.00,8.00,18.00,0.00,2.00,5.00,35.00,0.00,13.00,0.00,0.00,45.00,100.00,21094.00,0.00,63811.00,45352.00,25840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86585.00,0.00,991475.00,0.00,0.00,0.00,0.00,0.00,417135.00,0.00,92265.00,27295.00,9929.00,0.00,6.90,0.00,40.72,0.00,7.99,0.15,0.00,81.00,6.00,0.00,0.00,No,396399.00,19.00,93938.00,27375.00,10.29,31977.00,99663.00,28829.00,1.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,661659.00,1209805.00,3077377.00,411029.00,0.00,0.00,0.00,12881.00,12881.00,100.00,32052.00,7364.00,1.57,7161.00,5710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.17,4.28,11.30,12.04,19.82,19.56,0.00,25.83,100.00,0.00,132000.00,1831000.00,156000.00,220137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157810.00,628315.00,1885837.00,0.00,0.00,0.00,0.00,0.00,8545.00,0.00,8757.00,2612.00,43892.00,0.00,25.94,31.92,1.72,0.00,0.75,23.17,0.00,239.00,30.00,0.00,0.00,No,472627.00,24.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXE07,WOODLANDS UNIT,LONG STAY HOSPITAL,173877.00,394688.00,870464.00,108014.00,0.00,0.00,0.00,3385.00,3385.00,100.00,9816.00,2700.00,1.00,2925.00,460.00,0.00,0.00,0.00,42.00,36.00,42.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42768.00,266294.00,486267.00,0.00,0.00,0.00,0.00,0.00,28770.00,0.00,5234.00,1915.00,5759.00,0.00,5.46,16.86,0.11,0.00,0.06,6.63,0.00,25.00,4.00,0.00,0.00,No,202554.00,9.34,91466.00,23558.00,7.77,2066.00,32298.00,31754.00,1.33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXE12,SWALLOWNEST COURT,LONG STAY HOSPITAL,236751.00,432428.00,789179.00,147072.00,0.00,0.00,0.00,4609.00,4609.00,100.00,10074.00,4130.00,1.42,3973.00,636.00,0.00,0.00,0.00,60.00,53.00,54.00,6.00,0.00,10.85,0.00,89.15,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,18000.00,45000.00,2153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78033.00,285258.00,1413502.00,0.00,0.00,0.00,0.00,0.00,43792.00,0.00,14449.00,4178.00,11225.00,0.00,16.85,32.97,0.16,0.00,0.06,1.16,0.00,71.00,5.00,0.00,0.00,No,224372.00,8.75,138849.00,46698.00,8.92,2349.00,36712.00,16512.00,0.69,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
