Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (Tonnes),Waste recovery/recycling cost (£),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Designated disabled parking spaces (No.),Designated parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Designated parking spaces available for staff (No.)
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTK02,ASHFORD HOSPITAL,GENERAL ACUTE HOSPITAL,25449.00,24686.00,97.00,68000.00,13030.00,5.03,17437.00,7248.00,0.00,3.00,82.00,82.00,16.00,0.00,0.00,47.38,8.94,40.47,0.00,3.21,0.00,0.00,100.00,100.00,4264524.00,0.00,3935565.00,4395810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4335430.00,9638472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,622264.00,34431.00,51262.00,13.36,9619.00,55555.00,76.14,0.00,0.00,0.00,117.12,14728.00,Yes,434.00,1.33,14.00,144.00,0.13,290.00
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTP04,EAST SURREY HOSPITAL,MULTI-SERVICE HOSPITAL,51162.00,51162.00,100.00,122362.00,28101.00,27.03,30697.00,20465.00,19.00,5.00,611.00,554.00,74.00,58.00,7.00,3.70,42.80,46.50,0.00,0.00,0.00,0.00,100.00,50651.00,219487.00,255055.00,511078.00,283302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10535738.00,15047126.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1426492.00,97118.00,116877.00,178.00,88577.00,202335.00,310.00,378.00,0.90,620.00,14.00,7.00,Yes,1311.00,1.00,65.00,248.00,0.75,1063.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,19324.00,17506.00,75.00,46365.00,12912.00,5.60,6232.00,10793.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,32.00,6.00,9.00,0.00,1.00,48.00,100.00,5000.00,155000.00,135000.00,5000.00,168615.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1456902.00,3008387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268501.00,10824.00,42744.00,1.28,1891.00,20687.00,1.06,80.94,0.00,0.00,22.54,2366.00,No,558.00,0.00,27.00,417.00,0.00,124.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQ01,CHARLTON LANE,SPECIALIST HOSPITAL,6193.00,6193.00,100.00,1600.00,5045.00,2.37,2676.00,3517.00,0.00,0.00,48.00,43.00,48.00,0.00,0.00,6.00,94.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,6000.00,0.00,171.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,699240.00,1212481.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112620.00,3084.00,8846.00,0.52,744.00,7572.00,9.32,23.72,0.00,0.00,2.00,243.00,None,131.00,0.00,4.00,43.00,0.00,70.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQ02,WOTTON LAWN,SPECIALIST HOSPITAL,7213.00,6889.00,100.00,16284.00,4291.00,1.34,4880.00,1429.00,0.00,4.00,87.00,77.00,39.00,52.00,12.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,58000.00,1959.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,791672.00,1062380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164057.00,5192.00,12046.00,0.65,1692.00,14987.00,5.75,39.20,0.00,0.00,4.42,556.00,No,92.00,0.00,4.00,11.00,0.00,74.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQ05,WESTRIDGE,SPECIALIST HOSPITAL,889.00,889.00,100.00,1994.00,768.00,2.00,762.00,127.00,0.00,0.00,8.00,5.00,8.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,17000.00,26000.00,20000.00,18709.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115128.00,0.00,256647.00,0.00,0.00,0.00,0.00,0.00,0.00,31337.00,784.00,954.00,0.07,148.00,3745.00,1.47,10.13,0.10,0.00,0.10,0.00,No,35.00,0.00,4.00,35.00,0.00,0.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQ11,LAUREL HOUSE,SPECIALIST HOSPITAL,499.00,499.00,100.00,1091.00,215.00,0.10,393.00,106.00,0.00,0.00,12.00,10.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,17000.00,0.00,0.00,17000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45264.00,201099.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12281.00,175.00,836.00,0.02,55.00,1428.00,0.23,4.64,0.00,0.00,0.00,0.00,No,5.00,0.00,1.00,4.00,0.00,0.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQ13,"HONEYBOURNE, CHELTENHAM",,614.00,614.00,100.00,1390.00,336.00,0.18,593.00,21.00,0.00,0.00,10.00,8.00,10.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90313.00,170577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9969.00,2066.00,5319.00,0.09,126.00,2007.00,0.47,4.64,0.00,0.00,0.00,0.00,No,10.00,0.00,2.00,8.00,0.00,0.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQ54,HOLLYBROOK,LONG STAY HOSPITAL,995.00,995.00,100.00,2549.00,995.00,0.90,893.00,102.00,0.00,0.00,8.00,6.00,8.00,0.00,0.00,8.00,17.00,75.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,111934.00,484695.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29323.00,861.00,2084.00,0.01,41.00,1392.00,0.16,4.68,0.00,0.00,0.00,0.00,No,16.00,0.00,1.00,14.00,0.00,0.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQG1,"BRANCH LEA CROSS, CHELTENHAM",LONG STAY HOSPITAL,909.00,909.00,100.00,2182.00,909.00,0.31,449.00,218.00,0.00,0.00,12.00,8.00,12.00,0.00,0.00,4.00,96.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101576.00,170577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17441.00,780.00,2236.00,0.25,397.00,3017.00,0.43,7.62,0.05,0.00,0.05,0.00,No,7.00,0.00,1.00,6.00,0.00,0.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQHJ,STONEBOW UNIT,SHORT TERM NON-ACUTE HOSPITAL,3473.00,3406.00,0.00,8275.00,2400.00,0.80,2852.00,554.00,0.00,0.00,44.00,33.00,11.00,21.00,4.00,5.00,91.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176150.00,0.00,886122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2943.00,0.00,3.98,0.00,0.00,0.00,57.20,0.00,0.00,2.30,0.00,No,36.00,0.00,1.00,36.00,0.00,0.00
RTQ,2GETHER NHS FOUNDATION TRUST,SOUTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTQHM,OAK HOUSE,LONG STAY HOSPITAL,542.00,542.00,0.00,1463.00,136.00,0.10,462.00,80.00,60.00,0.00,10.00,4.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22381.00,127560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,717.00,0.00,0.12,0.00,0.00,0.00,5.70,0.00,0.00,0.80,0.00,No,6.00,0.00,0.00,6.00,0.00,0.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,AGGRE,AGGREGATE SITE,AGGREGATE SITE,6400.00,6400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16075.00,158440.00,570712.00,29808.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,397795.00,1292427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172191.00,17592.00,14254.00,0.00,0.00,5481.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTR03,EAST CLEVELAND HOSPITAL,,4713.00,4713.00,100.00,12311.00,2828.00,0.56,0.00,0.00,0.00,0.00,30.00,21.00,6.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,15037.00,20283.00,103256.00,16684.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152035.00,550515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101681.00,14092.00,12808.00,2.60,1508.00,1847.00,2.64,20.60,0.29,339.00,0.00,0.00,No,75.00,0.00,4.00,75.00,0.00,75.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTR07,FRIARY HOSPITAL,,1780.00,1780.00,100.00,4806.00,1056.00,0.20,1576.00,204.00,25.00,0.00,18.00,14.00,1.00,3.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,75.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180833.00,649000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36383.00,412.00,2036.00,5.12,2339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,33.00,0.00,3.00,15.00,0.00,15.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTR18,REDCAR PRIMARY CARE HOSPITAL,COMMUNITY HOSPITAL,4843.00,4843.00,100.00,12746.00,4843.00,0.60,0.00,0.00,0.00,0.00,25.00,23.00,25.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,20662.00,159326.00,1800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475431.00,441504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135367.00,28592.00,24907.00,0.52,4757.00,5877.00,1.89,26.98,0.24,291.00,13.56,829.00,No,249.00,0.00,14.00,164.00,0.00,71.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTR27,CARTER BEQUEST PRIMARY CARE HOSPITAL,COMMUNITY HOSPITAL,1994.00,1994.00,100.00,5249.00,1196.00,0.38,1316.00,678.00,0.00,0.00,39.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,59.00,100.00,0.00,0.00,0.00,72834.00,1821.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169618.00,203713.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33838.00,6644.00,5808.00,6.42,2980.00,3433.00,6.70,30.71,0.38,453.00,0.00,0.00,No,57.00,0.00,2.00,27.00,0.00,30.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTR28,LAMBERT MEMORIAL COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1588.00,1588.00,0.00,3573.00,1368.00,0.20,1388.00,200.00,0.00,0.00,10.00,9.00,1.00,4.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,50.00,100.00,0.00,110866.00,5516.00,21518.00,116272.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114799.00,577824.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28460.00,3154.00,3935.00,5.79,2486.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,11.00,0.00,1.00,9.00,0.00,1.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTR45,FRIARAGE HOSPITAL,GENERAL ACUTE HOSPITAL,29594.00,29594.00,100.00,67762.00,17073.00,5.62,16622.00,12972.00,27.00,1.60,186.00,121.00,42.00,22.00,19.00,13.00,29.00,3.00,1.00,9.00,12.00,14.00,100.00,612500.00,340766.00,12001.00,512850.00,982424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2800409.00,9487148.00,0.00,0.00,0.00,0.00,0.00,1507913.00,0.00,625978.00,24073.00,57457.00,82.66,52981.00,126164.00,80.70,178.50,0.00,0.00,0.00,14332.00,Yes,417.00,1.00,27.00,256.00,0.11,161.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTRAQ,GUISBOROUGH GENERAL HOSPITAL (MATERNITY),SPECIALIST HOSPITAL,3388.00,3388.00,100.00,8809.00,3388.00,0.72,0.00,0.00,0.00,0.00,34.00,28.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,18992.00,184624.00,179739.00,30496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62400.00,405213.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180392.00,24481.00,17761.00,2.70,1626.00,1981.00,10.15,33.28,0.30,356.00,0.00,0.00,No,71.00,0.00,4.00,71.00,0.00,71.00
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NORTH EAST STRATEGIC HEALTH AUTHORITY,ACUTE - LARGE,RTRAT,JAMES COOK UNIVERSITY HOSPITAL,GENERAL ACUTE HOSPITAL,131543.00,128486.00,100.00,305206.00,69799.00,30.66,71573.00,56913.00,23.00,4.00,909.00,807.00,130.00,105.00,2.00,48.00,4.00,44.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19904631.00,54491504.00,825833.00,0.00,0.00,0.00,0.00,6634876.00,0.00,3868507.00,319300.00,569769.00,49.00,283992.00,679984.00,737.00,536.00,0.00,2500.00,619.00,54000.00,Yes,2919.00,1.15,97.00,832.00,0.10,2087.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,6952.00,6918.00,80.00,17564.00,5114.00,2.27,6196.00,722.00,14.00,4.00,0.00,0.00,0.00,0.00,0.00,17.00,9.00,38.00,0.00,12.00,0.00,24.00,100.00,0.00,23000.00,117600.00,248200.00,27500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353910.00,1143181.00,0.00,0.00,0.00,0.00,0.00,72906.00,0.00,106566.00,2250.00,17650.00,0.50,1428.00,19296.00,0.00,15.69,0.00,0.00,49.67,1334.00,No,227.00,0.00,11.00,45.00,0.00,182.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTV14,BROOKER CENTRE,GENERAL ACUTE HOSPITAL,5434.00,5434.00,100.00,14821.00,4191.00,0.96,4984.00,450.00,0.00,0.00,40.00,37.00,40.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,500.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1965555.00,0.00,0.00,474519.00,0.00,0.00,0.00,0.00,101433.00,4723.00,19407.00,0.56,602.00,4341.00,0.00,7.68,0.00,0.00,3.02,745.00,No,9.00,0.00,1.00,2.00,0.00,7.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTV33,HOLLINS PARK,MULTI-SERVICE HOSPITAL,15297.00,15297.00,100.00,46206.00,9990.00,8.71,9103.00,6194.00,0.00,2.00,114.00,102.00,84.00,30.00,0.00,73.00,0.00,0.00,0.00,0.00,4.00,23.00,100.00,0.00,136500.00,11000.00,12800.00,143700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1311388.00,2956542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229185.00,14255.00,59853.00,0.29,737.00,31268.00,0.00,110.78,1.70,1088.00,230.08,20613.00,No,385.00,0.00,16.00,77.00,0.00,308.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTV51,SHERDLEY UNIT,MULTI-SERVICE HOSPITAL,4419.00,4419.00,100.00,12797.00,2977.00,0.64,2773.00,1646.00,0.00,0.00,45.00,43.00,13.00,32.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,12600.00,2200.00,2100.00,12700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,736100.00,0.00,0.00,246986.00,0.00,0.00,0.00,0.00,59766.00,3870.00,19336.00,0.14,471.00,17496.00,0.00,13.33,0.00,0.00,20.49,10823.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTV59,WILLIS HOUSE,SPECIALIST HOSPITAL,778.00,727.00,100.00,1744.00,778.00,0.63,487.00,240.00,0.00,0.00,8.00,5.00,3.00,5.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,10800.00,3100.00,6500.00,10900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36654.00,155687.00,0.00,0.00,0.00,0.00,0.00,18327.00,0.00,12030.00,1608.00,6783.00,1.12,581.00,3543.00,0.00,3.42,0.00,0.00,15.81,2258.00,No,53.00,0.00,2.00,11.00,0.00,42.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTV68,PEASLEY CROSS - INC HOPE AND RECOVERY CENTRE,MULTI-SERVICE HOSPITAL,5129.00,5129.00,100.00,12663.00,4553.00,2.25,3803.00,1326.00,0.00,0.00,44.00,41.00,32.00,12.00,0.00,46.00,31.00,8.00,0.00,15.00,0.00,0.00,100.00,0.00,7200.00,500.00,9000.00,7250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236940.00,906590.00,0.00,0.00,0.00,0.00,0.00,118470.00,0.00,68558.00,3719.00,18581.00,0.52,1359.00,18158.00,0.00,42.15,0.00,0.00,47.52,9624.00,No,109.00,0.00,6.00,22.00,0.00,87.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTV79,LEIGH MENTAL HEALTH UNIT,GENERAL ACUTE HOSPITAL,7490.00,7443.00,86.00,20555.00,4851.00,0.51,5790.00,1653.00,0.00,0.00,81.00,75.00,10.00,0.00,0.00,0.00,0.00,86.00,0.00,0.00,8.00,6.00,100.00,0.00,71800.00,6200.00,15900.00,72500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2040208.00,0.00,0.00,1451186.00,0.00,0.00,0.00,0.00,151824.00,6256.00,31119.00,12.00,4793.00,15465.00,0.00,46.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RTVAB,FAIRHAVEN,GENERAL ACUTE HOSPITAL,1168.00,1168.00,100.00,3769.00,1010.00,1.41,868.00,300.00,0.00,0.00,8.00,5.00,8.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,8800.00,3100.00,0.00,8800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122312.00,273718.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19607.00,609.00,4167.00,0.70,35.00,2749.00,0.00,3.56,0.00,0.00,8.31,1900.00,No,35.00,0.00,2.00,7.00,0.00,28.00
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTX01,QUEEN VICTORIA HOSPITAL (RTX),GENERAL ACUTE HOSPITAL,2737.00,942.00,54.00,4008.00,1225.00,0.35,1286.00,168.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,30000.00,25000.00,0.00,30833.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,188121.00,595995.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41297.00,720.00,1865.00,0.51,250.00,4176.00,0.00,3.61,0.40,92.00,3.00,700.00,Yes,21.00,0.00,1.00,15.00,0.00,5.00
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTX02,ROYAL LANCASTER INFIRMARY (RTX),GENERAL ACUTE HOSPITAL,53731.00,53731.00,100.00,110827.00,29486.00,8.21,26804.00,22592.00,10.77,14.57,444.00,385.00,16.00,79.00,5.62,40.04,27.92,18.00,3.54,0.77,0.69,3.42,100.00,0.00,1902000.00,949000.00,620500.00,1954317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6911234.00,18659968.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1465977.00,94677.00,261884.00,251.47,145804.00,146607.00,0.00,247.07,7.43,1712.00,96.32,11770.00,Yes,827.00,1.20,28.00,287.00,0.06,512.00
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTXBU,FURNESS GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,42983.00,42264.00,100.00,89461.00,26994.00,14.57,18576.00,16861.00,10.00,30.70,283.00,244.00,29.00,52.00,18.85,0.10,81.05,0.00,0.00,0.00,0.00,0.00,100.00,0.00,2231000.00,1475000.00,572000.00,2299233.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5868054.00,13413424.00,287645.00,0.00,0.00,0.00,0.00,0.00,0.00,966721.00,62108.00,177460.00,29.64,13854.00,131980.00,137.52,184.51,2.19,2508.00,66.78,7500.00,Yes,762.00,1.20,28.00,245.00,0.06,507.00
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RTXBW,WESTMORLAND GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,20481.00,20481.00,100.00,45264.00,13250.00,8.35,9823.00,7570.00,15.00,35.00,38.00,22.00,11.00,8.00,0.00,2.80,97.20,0.00,0.00,0.00,0.00,0.00,100.00,0.00,1484000.00,435000.00,117000.00,1502400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2630223.00,5703602.00,175857.00,0.00,0.00,0.00,0.00,0.00,0.00,375004.00,23229.00,84217.00,3.82,1808.00,41295.00,44.85,27.52,0.66,1170.00,38.23,4192.00,Yes,593.00,1.20,22.00,175.00,0.06,396.00
