Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Occupied beds (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil  Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (%),Waste recovery/recycling cost (%),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Total disabled parking spaces (No.),Total parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Total parking spaces available for staff (No.)
RN5,BASINGSTOKE AND NORTH HAMPSHIRE NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,RN506,NORTH HAMPSHIRE HOSPITAL,GENERAL ACUTE HOSPITAL,53995.00,53188.00,100.00,146479.00,22663.00,13.20,29439.00,19090.00,35.00,20.10,426.00,64.00,32.00,349.00,5.23,3.46,0.00,0.00,90.95,0.00,0.00,0.36,100.00,2110000.00,8357000.00,9414000.00,20016000.00,12102000.00,1.00,1050.00,5211056.00,394260.00,1787552.00,0.00,0.00,9586763.00,26218297.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1102861.00,80850.00,46794.00,84.89,85729.00,332589.00,299.41,327.78,5.56,2704.00,31.55,37.00,Yes,1403.00,1.00,59.00,594.00,0.00,809.00
RN7,DARTFORD AND GRAVESHAM NHS TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,RN707,DARENT VALLEY,GENERAL ACUTE HOSPITAL,59238.00,52156.00,100.00,153945.00,17349.00,13.00,27995.00,23696.00,0.00,0.00,463.00,52.00,59.00,422.00,7.80,92.20,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11496757.00,17156776.00,12586.00,0.00,0.00,0.00,0.00,0.00,0.00,1043404.00,96885.00,149626.00,43.65,39730.00,250309.00,375.00,534.00,1.00,344.00,14.00,4.00,Yes,1185.00,1.41,24.00,405.00,0.06,780.00
RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RNA01,RUSSELLS HALL HOSPITAL,GENERAL ACUTE HOSPITAL,104159.00,104159.00,100.00,342682.00,32081.00,17.02,47900.00,56259.00,0.00,0.00,782.00,244.00,0.00,741.00,46.39,38.18,0.00,15.43,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,1.00,975.00,22383075.00,9667530.00,3904483.00,0.00,0.00,13550728.00,53845929.00,2704644.00,0.00,0.00,0.00,0.00,1600786.00,0.00,2273261.00,179933.00,331447.00,1100.00,397201.00,434520.00,0.00,484.00,8.46,304.00,9.33,0.64,Yes,1712.00,1.20,56.00,589.00,0.10,1123.00
RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RNA02,GUEST HOSPITAL,TREATMENT CENTRE,1225.00,1225.00,100.00,4844.00,1225.00,1.06,894.00,331.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289582.00,713899.00,0.00,0.00,0.00,0.00,0.00,32176.00,0.00,41018.00,1093.00,5638.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,45.00,1.20,4.00,23.00,0.10,22.00
RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RNA04,CORBETT HOSPITAL,TREATMENT CENTRE,4876.00,4876.00,100.00,21919.00,3769.00,9.71,3856.00,1020.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,793423.00,2294664.00,47520.00,0.00,0.00,0.00,0.00,88158.00,0.00,120647.00,3998.00,15970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,118.00,1.20,8.00,59.00,0.10,59.00
RNH,NEWHAM UNIVERSITY HOSPITAL NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,RNHB1,NEWHAM GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,48824.00,48824.00,83.00,111279.00,22232.00,10.40,29020.00,19805.00,10.00,0.57,347.00,85.00,17.00,325.00,33.00,5.00,12.00,50.00,0.00,0.00,0.00,0.00,100.00,721400.00,1085054.00,3529011.00,2494777.00,2017162.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9236835.00,9214486.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,917641.00,104664.00,156259.00,54.00,45900.00,527000.00,382.00,325.00,3.00,3550.00,14.00,0.00,Yes,706.00,2.00,39.00,201.00,0.06,493.00
RNJ,BARTS AND THE LONDON NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RNJ12,"THE ROYAL LONDON HOSPITAL, WHITECHAPEL",GENERAL ACUTE HOSPITAL,122658.00,111827.00,91.17,325091.00,21634.00,4.88,36535.00,81444.00,23.00,24.00,652.00,33.00,75.00,603.00,16.16,0.70,3.10,16.99,4.97,13.23,0.00,44.85,100.00,750000.00,5087500.00,16965975.00,9135525.00,11657800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26521091.00,36367656.00,21659.00,0.00,0.00,0.00,0.00,0.00,0.00,2860762.00,225183.00,406837.00,102.62,84045.00,680596.00,885.23,912.06,21.00,7265.00,12.00,0.20,Yes,158.00,0.00,1.00,0.00,0.35,156.00
RNJ,BARTS AND THE LONDON NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RNJ83,THE LONDON CHEST HOSPITAL,SPECIALIST HOSPITAL,16022.00,15292.00,100.00,42032.00,5698.00,1.43,5041.00,9576.00,31.00,24.00,103.00,2.00,15.00,77.00,2.53,0.00,10.64,24.06,11.60,3.56,0.77,46.84,100.00,100000.00,740000.00,400000.00,200000.00,997525.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2539448.00,6656034.00,11753.00,0.00,0.00,0.00,0.00,0.00,0.00,346687.00,41836.00,75867.00,8.68,7111.00,87819.00,117.27,150.36,3.00,1038.00,3.30,0.07,Yes,51.00,0.00,5.00,12.00,0.35,39.00
RNJ,BARTS AND THE LONDON NHS TRUST,LONDON STRATEGIC HEALTH AUTHORITY,ACUTE - TEACHING,RNJM0,ST. BARTHOLOMEW'S HOSPITAL,MULTI-SERVICE HOSPITAL,107290.00,88131.00,83.23,270510.00,19717.00,3.46,29831.00,48028.00,10.00,9.00,195.00,80.00,19.00,153.00,35.80,3.41,0.00,0.16,0.00,0.97,0.00,59.66,100.00,750000.00,9002000.00,28146127.00,15155607.00,18412468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19702341.00,30023749.00,80446.00,0.00,0.00,0.00,0.00,0.00,0.00,2342823.00,88172.00,357723.00,40.16,38892.00,329321.00,328.36,24.50,12.00,4151.00,62.00,6.00,Yes,105.00,0.00,0.00,0.00,0.35,105.00
RNK,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,LONDON STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,8707.00,6733.00,95.00,12777.00,1837.00,0.87,4699.00,2370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.82,0.00,0.00,18.18,100.00,841600.00,601300.00,409100.00,339500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,682676.00,1520493.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115497.00,4092.00,9722.00,0.00,0.00,18869.00,0.00,49.28,0.44,476.00,31.58,31.10,None,101.00,0.00,4.00,8.00,0.45,89.00
RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RNLAY,CUMBERLAND INFIRMARY,GENERAL ACUTE HOSPITAL,63401.00,49162.00,15.00,140899.00,19717.00,11.96,25290.00,23872.00,7.00,23.00,395.00,20.00,0.00,320.00,2.22,62.07,4.00,21.01,0.00,0.00,0.00,10.70,100.00,0.00,0.00,211176.00,416476.00,20920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8165871.00,12310421.00,19189.00,0.00,0.00,0.00,0.00,0.00,0.00,1294657.00,86128.00,236393.00,15.93,8236.00,373600.00,273.55,419.98,0.00,0.00,0.00,0.00,Yes,1070.00,0.70,53.00,381.00,0.05,689.00
RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RNLBX,WEST CUMBERLAND HOSPITAL,GENERAL ACUTE HOSPITAL,52130.00,47689.00,100.00,126148.00,24143.00,11.00,26356.00,21333.00,20.00,25.00,191.00,25.00,39.00,150.00,4.60,18.60,4.70,3.00,0.20,68.90,0.00,0.00,100.00,0.00,50332.00,884821.00,10666492.00,435440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4590027.00,15744153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,633573.00,59898.00,204962.00,14.32,7303.00,177985.00,136.00,161.00,11.50,5824.00,0.00,0.00,Yes,461.00,0.07,24.00,206.00,0.05,255.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,8333.00,8121.00,65.90,20491.00,5111.00,1.60,4366.00,3755.00,3.41,1.37,5.00,0.00,5.00,5.00,0.85,1.54,16.36,2.66,5.38,14.99,8.27,49.95,100.00,0.00,138000.00,80500.00,0.00,140443.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278598.00,727712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59315.00,1279.00,3626.00,0.00,0.00,5789.00,2.60,15.90,0.00,0.00,20.00,16.00,None,46.00,0.00,6.00,46.00,0.00,46.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNNA1,"GILL RISE, ULVERSTON",SHORT TERM NON-ACUTE HOSPITAL,1142.00,1142.00,100.00,2898.00,1044.00,0.45,862.00,280.00,0.00,0.00,20.00,20.00,0.00,15.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,40000.00,0.00,702.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172581.00,568600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35894.00,1504.00,5002.00,0.50,95.00,461.00,0.70,4.00,0.00,0.00,0.00,0.00,None,26.00,0.00,2.00,26.00,0.00,26.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNNBJ,CARLETON CLINIC,LONG STAY HOSPITAL,15523.00,14662.00,100.00,38729.00,12161.00,28.43,6427.00,8235.00,2.09,2.74,86.00,32.00,47.00,79.00,5.68,34.51,6.20,0.00,2.93,36.97,0.00,13.71,100.00,0.00,121622.00,191500.00,118500.00,130760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1289551.00,4252976.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,209809.00,12291.00,28926.00,0.20,109.00,16281.00,4.68,58.78,2.40,3000.00,41.50,30.00,None,278.00,0.00,8.00,278.00,0.00,278.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNNBX,"YEWDALE WARD, WEST CUMBERLAND HOSPITAL",LONG STAY HOSPITAL,1934.00,1934.00,100.00,4980.00,1044.00,0.26,1386.00,343.00,0.00,0.00,16.00,0.00,10.00,16.00,0.00,0.00,0.00,0.00,0.00,85.52,14.48,0.00,100.00,0.00,65120.00,112048.00,0.00,72468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229444.00,893055.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29724.00,2882.00,7202.00,0.00,0.00,1527.00,2.50,9.50,0.00,0.00,5.00,1.00,Yes,30.00,0.67,2.00,No Data Provided,0.04,30.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNNDJ,VOREDA,SUPPORT FACILITY,1414.00,1414.00,100.00,3624.00,310.00,0.18,0.00,1414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,20000.00,0.00,667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51670.00,278592.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35893.00,166.00,472.00,0.00,0.00,800.00,0.00,11.00,0.00,0.00,15.00,8.00,None,36.00,0.00,1.00,36.00,0.00,3.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNNFH,"BECKSIDE WARD, FURNESS GENERAL HOSPITAL",SHORT TERM NON-ACUTE HOSPITAL,3245.00,2639.00,100.00,6480.00,2484.00,0.28,1183.00,1456.00,0.00,18.00,16.00,1.00,3.00,20.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,2000.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324010.00,792379.00,10186.00,0.00,0.00,0.00,0.00,0.00,0.00,48778.00,3593.00,6980.00,1.02,607.00,6273.00,8.37,13.92,0.24,45.00,25.00,15.00,Yes,740.00,0.75,28.00,255.00,0.04,719.00
RNN,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNNWG,"KENTMERE WARD, WESTMORLAND GENERAL HOSPITAL",SHORT TERM NON-ACUTE HOSPITAL,1565.00,1565.00,100.00,3881.00,1630.00,0.16,1300.00,265.00,0.00,0.00,10.00,0.00,2.00,10.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,208050.00,490665.00,9661.00,0.00,0.00,0.00,0.00,0.00,0.00,32286.00,1604.00,6024.00,0.35,259.00,3258.00,4.08,6.72,0.23,42.00,25.00,15.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - SMALL,RNQ51,KETTERING GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,62931.00,62615.00,100.00,169060.00,33667.00,14.28,25892.00,36723.00,29.00,2.02,571.00,84.00,63.00,504.00,13.31,3.28,2.94,47.56,1.11,20.36,1.29,10.15,100.00,0.00,1452100.00,1564094.00,1993798.00,1754891.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9473258.00,23705673.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1285799.00,104927.00,273344.00,592.00,228071.00,302266.00,0.00,520.00,17.05,3320.00,20.00,12.00,Yes,1545.00,1.27,64.00,538.00,0.07,1071.00
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,ACUTE - MEDIUM,RNS01,NORTHAMPTON GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,95066.00,92653.00,100.00,340260.00,43283.00,16.00,42833.00,40975.00,8.80,2.00,690.00,55.00,63.00,610.00,7.39,12.06,9.99,22.00,14.86,5.63,1.44,26.63,100.00,150000.00,5010000.00,3797684.00,4007201.00,5550245.00,3.00,725.00,2049036.00,890000.00,606139.00,0.00,0.00,9971362.00,38733911.00,333205.00,0.00,0.00,0.00,0.00,3323787.00,0.00,1940722.00,118693.00,238874.00,578.00,223000.00,307000.00,0.00,520.00,13.00,1250.00,80.00,80.00,Yes,1798.00,0.74,66.00,650.00,0.14,1228.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,3443.00,3443.00,100.00,14745.00,2354.00,1.34,3004.00,439.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,15.00,33.00,11.00,0.00,0.00,30.00,100.00,0.00,7500.00,15000.00,16400.00,8209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83304.00,288357.00,0.00,0.00,0.00,0.00,0.00,11103.00,0.00,16486.00,258.00,569.00,1.72,1053.00,2386.00,0.00,9.83,0.00,0.00,100.00,100.00,No,38.00,0.00,0.00,23.00,0.00,38.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU10,"HARLOW HOUSE, HIGH WYCOMBE",NON-HOSPITAL (PATIENT),628.00,628.00,100.00,1872.00,327.00,0.04,327.00,301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,13000.00,38500.00,77500.00,17325.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33755.00,81095.00,0.00,0.00,0.00,0.00,0.00,4500.00,0.00,6213.00,295.00,758.00,0.50,289.00,289.00,0.00,5.70,0.00,0.00,0.00,15.00,No,10.00,0.00,0.00,0.00,0.00,10.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU23,FIENNES CENTRE,SHORT TERM NON-ACUTE HOSPITAL,1694.00,1694.00,100.00,1616.00,1346.00,0.65,1346.00,348.00,0.00,0.00,17.00,1.00,16.00,16.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,500.00,500.00,23000.00,7300.00,29973.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52022.00,140811.00,0.00,0.00,0.00,0.00,0.00,6936.00,0.00,11875.00,412.00,886.00,2.57,1711.00,1283.00,0.00,17.16,0.94,360.00,53.00,33.00,No,16.00,0.00,0.00,16.00,0.00,16.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU24,"RECTORY ROAD CENTRE, OXFORD",TREATMENT CENTRE,1595.00,1595.00,100.00,3559.00,1086.00,0.20,1595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,2000.00,1000.00,12118.00,6110.00,3310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55651.00,231779.00,0.00,0.00,0.00,0.00,0.00,7420.00,0.00,12858.00,380.00,916.00,0.57,751.00,2554.00,0.00,17.16,0.00,0.00,0.00,34.00,No,18.00,0.00,2.00,10.00,0.00,10.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU25,MANZIL RESOURCE CENTRE,SHORT TERM NON-ACUTE HOSPITAL,2270.00,1734.00,76.00,9093.00,2132.00,0.15,1507.00,227.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,6500.00,3700.00,73500.00,90400.00,3929.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38550.00,274770.00,0.00,0.00,0.00,0.00,0.00,5140.00,0.00,11953.00,85.00,284.00,0.00,0.00,1707.00,0.00,34.32,0.00,0.00,0.00,32.00,No,20.00,0.00,0.00,0.00,0.00,20.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU30,LITTLEMORE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,13481.00,12938.00,96.00,42798.00,9601.00,6.60,7667.00,5271.00,0.00,0.00,104.00,82.00,22.00,97.00,4.00,2.00,72.00,0.00,12.00,0.00,0.00,10.00,100.00,900.00,54100.00,161220.00,26200.00,45216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1036459.00,3232753.00,0.00,0.00,0.00,0.00,0.00,13819.00,0.00,210581.00,11735.00,19840.00,4.69,3583.00,24225.00,0.00,171.60,1.28,2983.00,0.00,15.00,No,209.00,0.00,5.00,32.00,0.00,182.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU33,WARNEFORD HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,16392.00,11237.00,66.00,36868.00,7760.00,9.46,5460.00,5777.00,0.00,3.00,113.00,7.00,65.00,94.00,7.00,2.00,11.00,3.00,3.00,4.00,5.00,65.00,100.00,46800.00,239900.00,467190.00,747450.00,213871.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704112.00,2396719.00,0.00,0.00,0.00,0.00,0.00,93881.00,0.00,148405.00,9269.00,17190.00,4.78,3111.00,18676.00,0.00,120.12,1.55,2811.00,0.00,26.00,No,179.00,0.00,7.00,32.00,0.00,154.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU37,BOUNDARY BROOK HOUSE,TREATMENT CENTRE,2438.00,2344.00,66.00,10101.00,1595.00,2.02,918.00,1426.00,0.00,33.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59228.00,317106.00,0.00,0.00,0.00,0.00,0.00,7897.00,0.00,15563.00,455.00,326.00,0.00,0.00,1971.00,0.00,17.16,0.58,162.00,66.00,51.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU43,"VALE MENTAL HEALTH CENTRE, ABINGDON",TREATMENT CENTRE,944.00,944.00,100.00,2083.00,753.00,0.08,753.00,191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,50.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU55,"ELMS CLINIC, BANBURY",TREATMENT CENTRE,940.00,940.00,100.00,5286.00,321.00,0.37,440.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,87.00,100.00,11600.00,11150.00,102490.00,9200.00,28827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38448.00,149127.00,0.00,0.00,0.00,0.00,0.00,5126.00,0.00,7599.00,238.00,472.00,0.00,0.00,2320.00,0.00,17.16,0.00,0.00,66.00,24.00,No,28.00,0.00,3.00,28.00,0.00,28.00
RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RNU75,FULBROOK CENTRE,LONG STAY HOSPITAL,2720.00,1768.00,69.00,6480.00,2461.00,1.84,1509.00,259.00,0.00,31.00,34.00,15.00,14.00,32.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,2100.00,6750.00,47450.00,19150.00,9370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140629.00,820692.00,0.00,0.00,0.00,0.00,0.00,18750.00,0.00,51578.00,2695.00,4487.00,4.72,2003.00,6171.00,0.00,34.32,0.00,504.00,33.00,15.00,No,23.00,0.00,0.00,0.00,0.00,23.00
