Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Post Code,Estates and facilities finance costs (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Cost to eradicate Safety related Critical Infrastructure Risk (£),Cost to eradicate non-compliance related Critical Infrastructure Risk (£),Cost to eradicate continuity related Critical Infrastructure Risk (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Peak electrical load (MW),Maximum electrical load (MW),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP swab testing (Yes/No),Cleaning audit processes - UV light testing (Yes/No),Cleaning audit processes - Microbiological swab testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3AD,PRIMROSE LODGE,4. Mental Health (including Specialist services),5. SLA/lease from public sector,DH3 3JX,24930.00,8626.00,0.00,0.00,621.00,0.00,0.00,0.00,642.00,642.00,100.00,1733.00,0.25,0.00,514.00,128.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10316.00,57383.00,174250.00,0.00,0.00,0.00,0.00,0.00,0.00,41376.00,0.00,0.00,0.00,2031.00,2469.00,1636.00,262.00,1.75,534.00,0.45,1184.00,7.91,0.00,0.00,10.00,0.00,0.00,0.00,No,42731.00,1.71,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,34210.00,80.06,92.00,95.00,8521.00,19.94,85.00,95.00,0.00,0.00,27542.00,13545.00,6.10,1248.00,2219.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3AE,EARLSTON HOUSE,4. Mental Health (including Specialist services),1. Freehold,DL3 8DE,2414.00,7350.00,0.00,0.00,0.00,7800.00,0.00,0.00,616.00,616.00,100.00,1663.00,0.27,0.00,524.00,92.00,100.00,100.00,100.00,0.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,60.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2253.00,6695.00,77994.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1521.00,1836.00,1098.00,46.00,0.28,164.00,0.02,108.00,0.66,0.00,0.00,3.00,0.00,0.00,0.00,No,0.00,0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3AT,AUCKLAND PARK HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,DL14 6AE,61545.00,8823.00,0.00,0.00,2649.00,736.00,0.00,0.00,4681.00,3623.00,100.00,12639.00,0.50,0.00,2810.00,813.00,0.00,0.00,22.60,0.00,30.00,0.00,0.00,0.00,1.97,98.03,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59210.00,524764.00,1394565.00,5425.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.10,2864.00,7225.00,2866.00,502.00,3.28,686.00,1.70,2407.00,14.44,0.00,0.00,51.00,4.00,0.00,0.00,No,164797.00,6.59,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,127817.00,77.56,92.00,96.00,36980.00,22.44,85.00,96.00,0.00,0.00,97400.00,24702.00,11.82,8995.00,16635.00,1. Full Service – Contracted,18000.00,0.80
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3CL,LANCHESTER ROAD FKA EARLS HOUSE,4. Mental Health (including Specialist services),3. Part site - Private Finance Initiative (PFI),DH1 5RD,502301.00,235539.00,21040.00,0.00,154146.00,169179.00,0.00,0.00,15630.00,14106.00,100.00,42201.00,15.10,0.39,5562.00,8544.00,0.00,0.00,10.00,0.00,57.00,11.00,0.00,0.00,44.47,0.26,0.94,0.00,47.79,0.00,0.00,6.54,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161335.00,1571376.00,3099049.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.30,32770.00,44803.00,27818.00,2812.00,19.48,898.00,1.46,6806.00,46.24,0.00,0.00,394.00,18.00,0.00,0.00,No,351332.00,14.05,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,138530.00,39.43,92.00,92.00,212802.00,60.57,85.00,92.00,0.00,0.00,177300.00,58494.00,9.09,20579.00,36958.00,1. Full Service – Contracted,174700.00,5.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3CN,EARLS HOUSE BOWES LYON UNIT,4. Mental Health (including Specialist services),1. Freehold,DH1 5RD,2899.00,5990.00,30.00,0.00,1227.00,0.00,0.00,0.00,2323.00,2323.00,100.00,6272.00,2.30,0.00,1742.00,581.00,0.00,0.00,25.00,0.00,6.00,19.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25803.00,244223.00,972388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4817.00,6586.00,4089.00,625.00,5.75,385.00,0.63,1564.00,13.76,0.00,0.00,26.00,3.00,0.00,0.00,No,85500.00,3.42,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,64116.00,74.99,92.00,93.00,21384.00,25.01,85.00,93.00,0.00,0.00,58100.00,17448.00,9.98,0.00,0.00,0. No Service,25000.00,1.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3JE,BANKFIELDS COURT UNIT 1,4. Mental Health (including Specialist services),1. Freehold,TS6 0NP,3840.00,35088.00,0.00,0.00,2074.00,1171.00,0.00,0.00,2757.00,2757.00,100.00,7444.00,1.00,0.00,1316.00,1441.00,0.00,0.00,0.00,0.00,19.00,5.00,0.00,0.00,57.67,8.53,0.00,33.80,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55474.00,356671.00,418367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,3528.00,8661.00,3811.00,1307.00,8.24,1599.00,3.99,3729.00,23.74,0.00,0.00,32.00,3.00,0.00,0.00,No,78825.00,3.15,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,37623.00,47.73,92.00,93.00,41202.00,52.27,85.00,93.00,0.00,0.00,61960.00,16038.00,11.59,10304.00,13738.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3KW,SPRINGWOOD,4. Mental Health (including Specialist services),1. Freehold,YO17 7NG,34590.00,8071.00,0.00,0.00,0.00,0.00,0.00,0.00,1145.00,1145.00,100.00,3092.00,0.22,0.00,916.00,229.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24658.00,147785.00,274668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1188.00,1365.00,907.00,276.00,1.81,1838.00,4.22,956.00,5.91,0.00,0.00,10.00,2.00,0.00,0.00,No,61053.00,2.44,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,48842.00,80.00,92.00,83.00,12211.00,20.00,85.00,83.00,0.00,0.00,47400.00,12366.00,11.49,10315.00,17409.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3LF,WEST LANE HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,TS5 4EE,152131.00,82158.00,1423.00,0.00,9371.00,15969.00,0.00,0.00,5719.00,5719.00,100.00,15441.00,2.74,0.00,4559.00,1160.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,43.53,10.28,35.15,0.00,0.00,11.04,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87219.00,688244.00,783743.00,8138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.16,5854.00,5032.00,4697.00,1873.00,9.89,3913.00,1.68,6217.00,33.87,0.00,0.00,134.00,8.00,0.00,0.00,No,358053.00,14.32,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,301695.00,84.26,92.00,94.00,56358.00,15.74,85.00,94.00,0.00,0.00,188900.00,55233.00,10.26,7270.00,11261.00,1. Full Service – Contracted,32000.00,1.60
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3LK,CROSS LANE HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,YO12 6DN,96418.00,54316.00,1528.00,0.00,5819.00,9768.00,0.00,0.00,4014.00,4014.00,100.00,10838.00,3.16,0.00,2858.00,1156.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,60.49,39.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62244.00,520662.00,469658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.09,4225.00,7376.00,4213.00,2184.00,10.23,1172.00,2.23,5744.00,27.11,0.00,0.00,50.00,2.00,0.00,0.00,No,224366.00,8.97,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,159749.00,71.20,92.00,92.00,64617.00,28.80,85.00,92.00,0.00,0.00,150160.00,45426.00,9.92,9947.00,27204.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3MM,WEST PARK HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,DL2 2TS,562726.00,18756.00,0.00,0.00,0.00,87950.00,0.00,0.00,10468.00,10468.00,100.00,28264.00,3.65,0.00,7192.00,3276.00,0.00,0.00,1.00,0.00,96.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154914.00,1138154.00,2746667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.22,17349.00,28106.00,14199.00,2610.00,17.18,1155.00,2.22,7766.00,52.77,0.00,0.00,233.00,11.00,0.00,0.00,No,572821.00,22.91,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,393528.00,68.70,92.00,96.00,179293.00,31.30,85.00,96.00,0.00,0.00,378735.00,99468.00,11.42,19256.00,37048.00,1. Full Service – Contracted,50000.00,2.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3NH,SANDWELL PARK,4. Mental Health (including Specialist services),1. Freehold,TS24 8LN,22365.00,11425.00,0.00,0.00,377.00,0.00,0.00,0.00,1974.00,1974.00,100.00,5330.00,0.50,0.00,1678.00,296.00,0.00,0.00,0.00,0.00,26.00,4.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23206.00,161569.00,355300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2604.00,6188.00,2934.00,836.00,4.62,554.00,1.73,2581.00,14.43,0.00,0.00,41.00,3.00,0.00,0.00,No,135050.00,5.40,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,114806.00,85.01,92.00,97.00,20244.00,14.99,85.00,97.00,0.00,0.00,92400.00,30339.00,9.13,10159.00,15846.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3PV,PARK HOUSE,4. Mental Health (including Specialist services),1. Freehold,TS1 3LF,0.00,4454.00,0.00,0.00,488.00,6500.00,0.00,0.00,773.00,773.00,100.00,2087.00,0.09,0.00,657.00,116.00,0.00,0.00,100.00,0.00,14.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6315.00,30631.00,102689.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.01,32.00,637.00,15.00,69.00,0.47,454.00,0.00,161.00,1.09,0.00,0.00,23.00,2.00,0.00,0.00,No,0.00,0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3WE,DURHAM ROAD SITE,4. Mental Health (including Specialist services),1. Freehold,TS19 0EA,29323.00,16720.00,0.00,0.00,1521.00,0.00,0.00,0.00,1997.00,1997.00,100.00,5392.00,0.29,0.00,1807.00,190.00,0.00,0.00,0.00,0.00,23.00,8.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27490.00,164166.00,183611.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6355.00,12193.00,5056.00,1220.00,7.62,1595.00,3.07,3471.00,20.88,0.00,0.00,53.00,3.00,0.00,0.00,No,122611.00,4.90,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,100247.00,81.76,92.00,91.00,22364.00,18.24,85.00,91.00,0.00,0.00,56500.00,20904.00,8.10,7965.00,16520.00,1. Full Service – Contracted,0.00,0.00
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3XX,MENTAL HEALTH UNIT - FRIARAGE HOSPITAL,4. Mental Health (including Specialist services),4. SLA/lease from NHS,DL6 1JG,69238.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4001.00,4001.00,100.00,9873.00,0.21,0.00,3658.00,343.00,0.00,0.00,0.00,0.00,2.00,8.00,0.00,0.00,0.00,0.00,91.03,0.00,0.00,0.00,0.00,8.97,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3YE,THE BRIARY UNIT,4. Mental Health (including Specialist services),4. SLA/lease from NHS,HG2 7SX,19114.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3515.00,3515.00,100.00,8696.00,0.19,0.00,2831.00,684.00,0.00,0.00,0.00,0.00,6.00,2.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX3YK,THE ORCHARDS,4. Mental Health (including Specialist services),1. Freehold,HG4 1HZ,18408.00,2710.00,0.00,0.00,31.00,94.00,0.00,0.00,751.00,563.00,100.00,1014.00,0.08,0.00,451.00,112.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21500.00,120965.00,228917.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1056.00,1212.00,808.00,273.00,1.47,453.00,0.21,638.00,3.43,0.00,0.00,15.00,0.00,0.00,0.00,No,49498.00,1.98,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,42113.00,85.08,92.00,91.00,7385.00,14.92,85.00,88.00,0.00,0.00,22672.00,10464.00,6.50,1063.00,3491.00,1. Full Service – Contracted,0.00,0.00
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,NE3 3XT,2011377.00,721763.00,1027.00,3472.00,466770.00,15214.00,0.00,0.00,20308.00,17283.00,41.51,45621.00,2.34,0.48,17185.00,98.00,19.11,17.74,0.00,14.10,1.00,4.00,0.00,0.00,0.00,23.05,24.14,10.30,11.64,0.00,5.03,25.84,100.00,0.00,72000.00,645000.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271465.00,1372450.00,2730359.00,22243.00,0.00,0.00,0.00,0.00,0.00,0.00,25067.00,0.00,0.00,19877.00,28089.00,13939.00,22234.00,101.59,13081.00,8.12,115.00,0.43,1060.00,2.99,379.00,20.00,0.00,0.00,No,713920.00,27.86,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,1263.00,2804.00,2. Full Service – In house,5046.00,0.17
RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RX422,EASTERFIELD COURT,6. Mental Health and Learning Disabilities,9. Leased from commercial organisation - lease less than 99 years,NE61 1JY,22548.00,19844.00,4749.00,124.00,13642.00,28130.00,0.00,0.00,679.00,679.00,0.00,1723.00,0.00,0.00,679.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,11246.00,52705.00,215020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1569.00,1926.00,1195.00,935.00,3.95,0.00,0.00,397.00,3.95,0.00,0.00,6.00,0.00,0.00,0.00,None,25454.00,0.99,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,0.00,0.00,0.00,0.00,25454.00,100.00,95.00,98.20,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,4536.00,10094.00,2. Full Service – In house,18167.00,0.62
