Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Estates and facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Income from areas leased out for retail sales (£),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Water cost (£),Sewerage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (select),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Unserved meals: Starters (Kg),Unserved meals: Mains (Kg),Unserved meals: Desserts (Kg),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry that could provide services to other organisations (Select),Portering service cost (£),Portering staff (WTE)
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV936,HUMBER CENTRE FORENSIC UNIT,4. Mental Health (including Specialist services),1. Freehold,,HU10 6ED,970435.00,Not Applicable,79929.00,7042.00,0.00,108234.00,6101.00,6546.00,6546.00,100.00,15929.00,3.00,0.00,4710.00,1836.00,0.00,0.00,0.00,0.00,0.00,8.00,1828.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,1.70,29.00,30.00,0.00,77500.00,101500.00,0.00,133000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36551.00,509226.00,1349740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9795.00,11357.00,7537.00,0.00,0.00,0.00,0.00,1149.00,5.34,10792.00,33.22,0.00,46.00,1.00,0.00,0.00,0.00,No,193465.00,11.00,264640.00,68985.00,3.84,0.00,0.00,0.00,7171.00,11400.00,1. Full Service – Contracted,No,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV938,MAISTER LODGE,4. Mental Health (including Specialist services),1. Freehold,,HU8  0RB,127464.00,Not Applicable,28591.00,2857.00,0.00,31316.00,759.00,1159.00,1159.00,100.00,2478.00,0.41,0.00,864.00,295.00,0.00,0.00,0.00,0.00,0.00,3.00,292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,7000.00,2000.00,38200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19545.00,78077.00,376869.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.00,1553.00,1020.00,0.00,0.00,0.00,0.00,78.00,0.36,2407.00,7.41,0.00,41.00,2.00,0.00,0.00,0.00,No,49093.00,1.85,62215.00,15330.00,4.06,0.00,0.00,0.00,9515.00,9720.00,1. Full Service – Contracted,No,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV941,HAWTHORNE COURT,4. Mental Health (including Specialist services),1. Freehold,,HU17 7BZ,76915.00,Not Applicable,22633.00,2371.00,0.00,22216.00,1456.00,1320.00,1320.00,100.00,3034.00,0.32,0.00,1197.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,43900.00,0.00,42500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19847.00,97218.00,333097.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2229.00,2579.00,1698.00,0.00,0.00,0.00,0.00,785.00,3.65,2429.00,7.48,0.00,28.00,2.00,0.00,0.00,0.00,No,67298.00,1.60,53643.00,19710.00,2.72,0.00,0.00,0.00,3620.00,6480.00,1. Full Service – Contracted,No,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV942,MILL VIEW,4. Mental Health (including Specialist services),1. Freehold,,HU16 5JQ,147071.00,Not Applicable,42351.00,1898.00,0.00,37496.00,788.00,1634.00,1634.00,100.00,4041.00,0.36,0.00,1206.00,428.00,0.00,0.00,0.00,0.00,0.00,1.00,427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,5500.00,42700.00,1200.00,12000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37493.00,159136.00,854274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2264.00,972.00,1023.00,0.00,0.00,40.00,0.12,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,No,76398.00,3.53,64663.00,19710.00,3.28,0.00,0.00,0.00,4884.00,9600.00,1. Full Service – Contracted,No,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV945,MIRANDA HOUSE,4. Mental Health (including Specialist services),1. Freehold,,HU3  2RT,236041.00,Not Applicable,68671.00,3689.00,0.00,50986.00,2417.00,2734.00,2734.00,100.00,6431.00,0.51,0.00,2075.00,659.00,0.00,0.00,0.00,0.00,0.00,3.00,656.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,16.00,0.00,17500.00,50500.00,1500.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46962.00,289777.00,592358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2467.00,2860.00,1881.00,0.00,0.00,0.00,0.00,669.00,3.11,6763.00,20.82,0.00,13.00,5.00,0.00,0.00,0.00,No,133531.00,4.24,173931.00,30660.00,5.67,0.00,0.00,0.00,8880.00,21180.00,1. Full Service – Contracted,No,0.00,0.00
RV9,HUMBER NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RV946,GREENTREES LODGE,4. Mental Health (including Specialist services),1. Freehold,,HU10 6ED,183466.00,Not Applicable,25913.00,5041.00,0.00,40274.00,3327.00,1586.00,1586.00,100.00,3978.00,0.79,0.00,1328.00,258.00,0.00,0.00,0.00,0.00,0.00,0.00,258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,33000.00,3000.00,37000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32903.00,183067.00,538004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2742.00,3169.00,2074.00,0.00,0.00,0.00,0.00,188.00,0.88,2790.00,8.59,0.00,17.00,2.00,0.00,0.00,0.00,No,61181.00,2.43,56175.00,20805.00,2.70,0.00,0.00,0.00,1563.00,6000.00,1. Full Service – Contracted,No,0.00,0.00
RVJ,NORTH BRISTOL NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,,,BS16 1LE,1247727.00,0.00,207704.00,0.00,186277.00,4036.00,125988.00,8141.00,8141.00,0.00,23232.00,4.00,3.00,4281.00,3860.00,0.00,0.00,0.00,2329.00,300.00,0.00,810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300000.00,750000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106870.00,489334.00,1192258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9212.00,12996.00,7335.00,567.00,0.85,0.00,0.00,20939.00,140.61,9664.00,58.21,-88950.00,76.00,18.00,0.00,0.00,0.00,No,145894.00,6.03,0.00,0.00,0.00,0.00,0.00,0.00,601.00,120.00,1. Full Service – Contracted,No,0.00,0.00
RVJ,NORTH BRISTOL NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RVJ01,SOUTHMEAD HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,BS10 5NB,59516510.00,Not Applicable,6283321.00,217271.00,3881323.00,84103.00,5885548.00,169628.00,169237.00,0.00,678596.00,31.00,0.00,118159.00,51078.00,1.00,10852.00,1352.00,1.00,751.00,1315.00,10561.00,0.00,0.00,797.00,0.00,0.00,0.00,0.00,0.00,594.00,10.00,0.00,1700000.00,4000000.00,4100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5906963.00,37692254.00,44725293.00,892324.00,0.00,0.00,0.00,0.00,0.00,463088.00,36057.00,303891.00,300087.00,337134.00,41974.00,184.21,0.00,0.00,289487.00,1005.41,346526.00,1858.34,-2283008.00,2032.00,149.00,2.00,1.75,0.14,No,9548815.00,294.92,3385384.00,1138659.00,8.92,0.00,686.00,184.00,1797487.00,5283647.00,1. Full Service – Contracted,No,3901522.00,147.99
RVJ,NORTH BRISTOL NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RVJ21,COSSHAM HOSPITAL,8. Other inpatient,1. Freehold,,BS15 1LF,373222.00,Not Applicable,186851.00,0.00,126443.00,2740.00,185731.00,5526.00,5526.00,100.00,15365.00,2.00,0.00,5123.00,403.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179136.00,1114228.00,842274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15905.00,23008.00,12920.00,737.00,3.23,0.00,0.00,13557.00,62.05,8230.00,43.10,-74374.00,84.00,18.00,0.00,1.75,0.14,No,334093.00,13.36,34195.00,11502.00,8.92,0.00,2.66,0.71,1000.00,3125.00,2. Full Service – In house,No,50000.00,2.50
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,,SN15 1GG,2647329.00,0.00,868068.00,23654.00,0.00,17903.00,227228.00,17019.00,15905.00,38.00,48511.00,2.10,0.00,5850.00,9047.00,0.00,0.00,400.00,0.00,400.00,400.00,1814.00,0.00,0.00,0.00,0.00,7.90,4.90,2.80,19.00,0.00,0.00,0.00,25959.00,87795.00,167171.00,71218.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278146.00,1492932.00,2046680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6625.00,4393.00,6625.00,2414.00,9.29,6999.00,1.91,10343.00,65.80,11203.00,74.71,0.00,728.00,11.00,0.00,0.00,0.00,No,227107.00,10.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,139745.00,4.20
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2A,HILLVIEW,6. Mental Health and Learning Disabilities,1. Freehold,,BA1  3QE,165887.00,Not Applicable,114297.00,3593.00,0.00,0.00,68237.00,2993.00,2393.00,100.00,7991.00,1.00,0.00,1800.00,593.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,75.00,0.00,20.00,0.00,18.00,0.00,23561.00,494856.00,97959.00,22334.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38997.00,249417.00,680978.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294.00,240.00,3000.00,114.00,0.40,135.00,0.03,602.00,8.22,2277.00,1352.00,0.00,23.00,2.00,0.00,0.00,0.00,No,82063.00,3.40,56166.00,16425.00,10.26,2.80,7.80,5.90,5602.00,14910.00,1. Full Service – Contracted,No,0.00,0.00
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2B,ST MARTINS,6. Mental Health and Learning Disabilities,7. Leased from NHS Property Services,3. Leased and part serviced,BA2  5RP,312730.00,80000.00,23142.00,500.00,0.00,0.00,0.00,1520.00,1520.00,100.00,4377.00,Not Applicable,Not Applicable,1520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,15.00,4.00,8.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55667.00,2.40,45125.00,10709.00,12.64,1.85,5.20,3.80,10709.00,25806.00,1. Full Service – Contracted,No,0.00,0.00
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3N,SOUTHMEAD,6. Mental Health and Learning Disabilities,1. Freehold,,BS10 5NB,451770.00,Not Applicable,300885.00,3150.00,0.00,0.00,41501.00,6075.00,4825.00,100.00,15750.00,1.40,0.00,2917.00,1708.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,11.00,28.00,9.00,0.00,1472487.00,82882.00,114715.00,71760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103696.00,585642.00,1600806.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3646.00,2983.00,6417.00,132.00,1.98,2562.00,0.61,1186.00,17.85,14917.00,75.15,0.00,6.00,0.00,0.00,0.00,0.00,No,202209.00,8.50,177639.00,44895.00,11.87,0.50,23.60,2.10,25450.00,63625.00,1. Full Service – Contracted,No,6332.00,0.20
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3Q,BLACKBERRY HILL,4. Mental Health (including Specialist services),3. Part site - Private Finance Initiative (PFI),,BS16 2EW,3847720.00,Not Applicable,785822.00,13650.00,0.00,0.00,172567.00,16141.00,13654.00,100.00,48584.00,6.80,0.00,10600.00,2727.00,0.00,0.00,0.00,453.00,0.00,0.00,1124.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,6.00,121.00,0.00,0.00,2674.00,5348.00,5348.00,5953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271626.00,1961244.00,3265946.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12796.00,10469.00,15257.00,1225.00,87.81,3391.00,1.37,11441.00,44.90,9729.00,61.35,0.00,178.00,12.00,0.00,0.00,0.00,No,555038.00,24.98,535534.00,130305.00,12.33,2.00,89.10,7.90,10042.00,25105.00,1. Full Service – Contracted,No,19215.00,0.65
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4B,LONG FOX,6. Mental Health and Learning Disabilities,3. Part site - Private Finance Initiative (PFI),,BS23 4TQ,1011239.00,Not Applicable,287881.00,11550.00,0.00,0.00,45196.00,5211.00,4511.00,100.00,13700.00,3.14,0.50,3643.00,768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,37.00,2.00,2.00,25.00,18.00,0.00,16301.00,234101.00,31227.00,36551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66080.00,468145.00,1169756.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8214.00,6721.00,6496.00,2418.00,14.36,7912.00,3.18,1839.00,9.29,4298.00,21.87,0.00,54.00,4.00,0.00,0.00,0.00,No,262502.00,12.20,235735.00,47085.00,15.02,0.40,16.90,1.50,15097.00,37743.00,1. Full Service – Contracted,No,6332.00,0.20
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4M,ELHAM WAY,6. Mental Health and Learning Disabilities,2. Whole site - Private Finance Initiative (PFI),,BS24 7AY,153374.00,Not Applicable,24204.00,5000.00,0.00,0.00,11318.00,587.00,587.00,100.00,1555.00,0.15,0.00,587.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7842.00,56567.00,104193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1237.00,1012.00,680.00,459.00,2.09,416.00,0.17,306.00,1.67,0.00,0.00,0.00,9.00,2.00,0.00,0.00,0.00,No,15118.00,0.80,22739.00,7665.00,5.40,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,6332.00,0.20
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN5J,"HANHAM HALL, BRISTOL",6. Mental Health and Learning Disabilities,2. Whole site - Private Finance Initiative (PFI),,BS15 3HY,301440.00,Not Applicable,49254.00,5000.00,0.00,0.00,11318.00,1115.00,1115.00,100.00,2956.00,0.30,0.00,1115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15828.00,105631.00,224528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,369.00,826.00,509.00,2.58,53.00,0.02,340.00,1.61,0.00,0.00,0.00,8.00,1.00,0.00,0.00,0.00,No,34857.00,1.80,42740.00,16425.00,5.47,0.00,0.00,0.00,3540.00,8850.00,1. Full Service – Contracted,No,6332.00,0.20
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN6A,GREEN LANE,6. Mental Health and Learning Disabilities,1. Freehold,,SN10 5DS,871891.00,Not Applicable,260772.00,17319.00,0.00,0.00,81631.00,6492.00,5992.00,100.00,16445.00,3.90,1.50,3300.00,2392.00,0.00,0.00,0.00,174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,30.00,0.00,0.00,25794.00,31411.00,43739.00,73989.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136065.00,573073.00,1404666.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6036.00,4938.00,3665.00,889.00,0.88,894.00,0.14,819.00,7.80,3416.00,21.84,0.00,128.00,9.00,0.00,0.00,0.00,No,163655.00,7.20,59533.00,19710.00,9.06,1.60,4.50,3.40,7710.00,21321.00,1. Full Service – Contracted,No,28839.00,2.00
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN8A,SANDALWOOD COURT,6. Mental Health and Learning Disabilities,1. Freehold,,SN3  4WF,348245.00,Not Applicable,115714.00,5337.00,0.00,0.00,34648.00,2817.00,2417.00,100.00,7145.00,1.35,0.00,1840.00,577.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,13.00,32.00,0.00,0.00,10180.00,410816.00,89598.00,23955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68428.00,305357.00,898075.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1755.00,1436.00,1777.00,182.00,0.02,245.00,0.06,526.00,4.80,3701.00,23.66,0.00,41.00,8.00,0.00,0.00,0.00,No,114808.00,4.60,63486.00,18615.00,10.23,1.70,4.80,3.60,6846.00,19204.00,1. Full Service – Contracted,No,0.00,0.00
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN9A,FOUNTAIN WAY,6. Mental Health and Learning Disabilities,1. Freehold,,SP2  7EP,908489.00,Not Applicable,477780.00,11291.00,0.00,0.00,80638.00,10097.00,9847.00,100.00,2692.00,4.00,0.00,6900.00,2947.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,70.00,0.00,0.00,41846.00,172284.00,111048.00,82613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162195.00,872135.00,1895086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22704.00,18576.00,9998.00,2798.00,9.80,151.00,0.48,2039.00,8.45,9110.00,42.80,0.00,100.00,6.00,0.00,0.00,0.00,No,325867.00,10.26,225051.00,68985.00,9.79,7.70,21.70,16.30,36927.00,99512.00,1. Full Service – Contracted,No,24490.00,1.57
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCE,VICTORIA CENTRE,4. Mental Health (including Specialist services),1. Freehold,,SN3 6BW,352818.00,Not Applicable,118012.00,1812.00,0.00,0.00,109532.00,2867.00,2867.00,100.00,7597.00,1.20,0.00,2000.00,867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,26.00,0.00,0.00,13876.00,13876.00,20814.00,22629.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44282.00,241820.00,391383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5173.00,4232.00,4227.00,2464.00,8.60,266.00,0.13,550.00,11.64,2277.00,14.55,0.00,40.00,0.00,0.00,0.00,1.50,No,122655.00,6.72,178051.00,26280.00,20.33,3.50,9.80,7.30,12925.00,36246.00,1. Full Service – Contracted,No,21939.00,1.40
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNDF,RIVERSIDE BRISTOL,6. Mental Health and Learning Disabilities,4. SLA/lease from NHS,1. Leased and fully serviced by the Trust,BS16 1EG,174239.00,0.00,28210.00,1858.00,0.00,0.00,11318.00,824.00,824.00,100.00,1977.00,Not Applicable,Not Applicable,750.00,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,30.00,0.00,0.00,10.00,0.00,0.00,3988.00,3988.00,5982.00,5982.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11000.00,72536.00,209391.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,360.00,755.00,33.00,0.19,0.00,0.00,296.00,1.67,570.00,4.23,0.00,23.00,1.00,0.00,0.00,0.00,No,52908.00,2.13,44842.00,14600.00,9.21,0.30,13.10,1.20,2360.00,5900.00,1. Full Service – Contracted,No,6332.00,0.20
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEQ,CALLINGTON ROAD HOSPITAL,6. Mental Health and Learning Disabilities,2. Whole site - Private Finance Initiative (PFI),,BS4 5BJ,4049691.00,Not Applicable,593204.00,25000.00,0.00,0.00,335978.00,12095.00,11295.00,100.00,32053.00,4.80,0.00,8194.00,2381.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192211.00,1268857.00,1553557.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29201.00,23891.00,16588.00,18065.00,128.95,24827.00,10.31,12043.00,19.49,0.00,0.00,0.00,216.00,20.00,0.00,0.00,0.00,No,590532.00,28.20,540808.00,116070.00,13.98,1.90,84.40,7.50,42860.00,107150.00,1. Full Service – Contracted,No,26202.00,0.80
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,LONDON COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,,,KT18 7EG,956779.00,0.00,39992.00,6908.00,45571.00,-293.00,-139158.00,8336.00,8336.00,100.00,21664.00,3.72,0.00,1891.00,6445.00,0.00,0.00,0.00,0.00,239.00,168.00,366.00,0.00,0.00,0.00,0.00,25.00,10.00,1.00,7.00,0.00,0.00,0.00,67000.00,217000.00,8100.00,13450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122267.00,337173.00,1329012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16199.00,15564.00,17646.00,0.00,0.00,7962.00,16.67,2988.00,12.03,7845.00,8.25,-976.00,323.00,12.00,0.00,2.17,0.29,No,52430.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
